"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Thierry Henry","Arsenal","F",1,50
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Ian Rush","Liverpool FC","F",2,25
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Eric Cantona","Manchester United","F",3,99
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Peter Schmeichel","Manchester United","G",4,99
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Rio Ferdinand","Manchester United","D",5,50
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Alan Shearer","Newcastle United","F",6,99
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Luis Suarez","Liverpool FC","F",7,49
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Michael Owen","Liverpool FC","F",8,99
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Michael Ballack","Chelsea FC","M",9,99
"Soccer",2020,"Panini","Impeccable","All-Time Legends","David Seaman","Arsenal","G",10,99
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Petr Cech","Chelsea FC","G",11,99
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Patrick Vieira","Arsenal","M",12,99
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Sir Geoff Hurst","West Ham United","F",13,40
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Gary Neville","Manchester United","D",14,99
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Freddie Ljungberg","Arsenal","M",15,24
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Tim Howard","Everton","G",16,99
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Arjen Robben","Chelsea FC","F",17,75
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Robin van Persie","Arsenal","F",18,50
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Vincent Kompany","Manchester City","D",19,99
"Soccer",2020,"Panini","Impeccable","All-Time Legends","Patrice Evra","Manchester United","D",20,99
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Thierry Henry","Arsenal","F",1,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Ian Rush","Liverpool FC","F",2,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Eric Cantona","Manchester United","F",3,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Peter Schmeichel","Manchester United","G",4,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Rio Ferdinand","Manchester United","D",5,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Alan Shearer","Newcastle United","F",6,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Luis Suarez","Liverpool FC","F",7,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Michael Owen","Liverpool FC","F",8,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Michael Ballack","Chelsea FC","M",9,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","David Seaman","Arsenal","G",10,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Petr Cech","Chelsea FC","G",11,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Patrick Vieira","Arsenal","M",12,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Sir Geoff Hurst","West Ham United","F",13,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Gary Neville","Manchester United","D",14,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Freddie Ljungberg","Arsenal","M",15,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Tim Howard","Everton","G",16,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Arjen Robben","Chelsea FC","F",17,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Robin van Persie","Arsenal","F",18,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Vincent Kompany","Manchester City","D",19,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Gold","Patrice Evra","Manchester United","D",20,10
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Thierry Henry","Arsenal","F",1,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Ian Rush","Liverpool FC","F",2,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Eric Cantona","Manchester United","F",3,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Peter Schmeichel","Manchester United","G",4,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Rio Ferdinand","Manchester United","D",5,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Alan Shearer","Newcastle United","F",6,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Luis Suarez","Liverpool FC","F",7,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Michael Owen","Liverpool FC","F",8,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Michael Ballack","Chelsea FC","M",9,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","David Seaman","Arsenal","G",10,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Petr Cech","Chelsea FC","G",11,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Patrick Vieira","Arsenal","M",12,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Sir Geoff Hurst","West Ham United","F",13,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Gary Neville","Manchester United","D",14,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Freddie Ljungberg","Arsenal","M",15,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Tim Howard","Everton","G",16,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Arjen Robben","Chelsea FC","F",17,1
"Soccer",2020,"Panini","Impeccable","All-Time Legends Platinum","Robin van Persie","Arsenal","F",18,1
