"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends","Nicky Butt","Manchester United","M",1,99
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends","Gilberto Silva","Arsenal","M",2,99
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends","Clint Dempsey","Tottenham Hotspur","M",3,5
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends","Thierry Henry","Arsenal","F",4,49
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends","Landon Donovan","Everton","F",5,10
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends","John Terry","Chelsea FC","D",6,99
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends","David Beckham","Manchester United","M",7,3
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends","Michael Owen","Newcastle United","F",8,99
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends","Juan Pablo Angel","Aston Villa","F",9,10
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends","Wayne Rooney","Manchester United","F",10,99
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Emerald","Nicky Butt","Manchester United","M",1,5
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Emerald","Gilberto Silva","Arsenal","M",2,5
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Emerald","Clint Dempsey","Tottenham Hotspur","M",3,2
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Emerald","Thierry Henry","Arsenal","F",4,5
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Emerald","Landon Donovan","Everton","F",5,2
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Emerald","John Terry","Chelsea FC","D",6,5
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Emerald","David Beckham","Manchester United","M",7,1
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Emerald","Michael Owen","Newcastle United","F",8,5
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Emerald","Juan Pablo Angel","Aston Villa","F",9,3
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Emerald","Wayne Rooney","Manchester United","F",10,5
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Gold","Nicky Butt","Manchester United","M",1,10
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Gold","Gilberto Silva","Arsenal","M",2,10
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Gold","Clint Dempsey","Tottenham Hotspur","M",3,2
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Gold","Thierry Henry","Arsenal","F",4,10
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Gold","Landon Donovan","Everton","F",5,3
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Gold","John Terry","Chelsea FC","D",6,10
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Gold","David Beckham","Manchester United","M",7,2
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Gold","Michael Owen","Newcastle United","F",8,10
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Gold","Juan Pablo Angel","Aston Villa","F",9,5
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Gold","Wayne Rooney","Manchester United","F",10,10
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Platinum","Nicky Butt","Manchester United","M",1,1
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Platinum","Gilberto Silva","Arsenal","M",2,1
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Platinum","Clint Dempsey","Tottenham Hotspur","M",3,1
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Platinum","Thierry Henry","Arsenal","F",4,1
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Platinum","Landon Donovan","Everton","F",5,1
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Platinum","John Terry","Chelsea FC","D",6,1
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Platinum","David Beckham","Manchester United","M",7,1
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Platinum","Michael Owen","Newcastle United","F",8,1
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Platinum","Juan Pablo Angel","Aston Villa","F",9,1
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Platinum","Wayne Rooney","Manchester United","F",10,1
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Ruby","Nicky Butt","Manchester United","M",1,35
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Ruby","Gilberto Silva","Arsenal","M",2,35
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Ruby","Clint Dempsey","Tottenham Hotspur","M",3,1
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Ruby","Thierry Henry","Arsenal","F",4,10
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Ruby","Landon Donovan","Everton","F",5,1
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Ruby","John Terry","Chelsea FC","D",6,35
"Soccer",2021,"Panini","Impeccable (21-22)","All-Time Legends Ruby","David Beckham","Manchester United","M",7,1
