"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Christian Pulisic","United States","F",1,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Harry Kane","England","F",2,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Erling Haaland","Norway","F",3,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Cristiano Ronaldo","Portugal","F",4,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Jude Bellingham","England","M",5,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Lionel Messi","Argentina","F",6,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Bukayo Saka","England","F",7,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Darwin Nunez","Uruguay","F",8,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Victor Osimhen","Nigeria","F",9,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Heung-Min Son","Korea Republic","M",10,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Warren Zaire-Emery","France","M",11,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Jamal Musiala","Germany","F",12,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Phil Foden","England","M",13,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Martin Odegaard","Norway","M",14,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Paolo Maldini","Italy","D",15,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Thierry Henry","France","F",16,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Steven Gerrard","England","M",17,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Luis Figo","Portugal","M",18,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Gianluigi Buffon","Italy","G",19,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Diego Maradona","Argentina","M",20,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Zlatan Ibrahimovic","Sweden","F",21,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","David Beckham","England","M",22,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Alessandro Del Piero","Italy","F",23,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Zinedine Zidane","France","M",24,
"Soccer",2024,"Donruss","Donruss (24-25)","Animation","Miroslav Klose","Germany","F",25,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Matt Turner","United States","G",1,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Malik Tillman","United States","M",2,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Yunus Musah","United States","M",3,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Folarin Balogun","United States","F",4,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Tyler Adams","United States","M",5,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Joe Scally ","United States","D",6,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Timothy Weah","United States","F",7,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Johnny Cardoso","United States","M",8,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Ricardo Pepi","United States","F",9,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Christian Pulisic","United States","F",10,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Brenden Aaronson","United States","F",11,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Weston McKennie","United States","M",12,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Antonee Robinson","United States","D",13,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Gio Reyna","United States","M",14,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Josh Sargent","United States","F",15,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Gianluigi Donnarumma","Italy","G",16,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Mateo Retegui","Italy","F",17,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Nicolo Barella","Italy","M",18,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Lorenzo Pellegrini","Italy","M",19,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Giacomo Raspadori","Italy","F",20,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Giovanni Di Lorenzo","Italy","D",21,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Nicolo Fagioli ","Italy","M",22,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Jorginho","Italy","M",23,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Riccardo Calafiori","Italy","D",24,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Federico Chiesa","Italy","F",25,
"Soccer",2024,"Donruss","Donruss (24-25)","Base","Mattia Zaccagni","Italy","M",26,
