"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Christian Pulisic","Chelsea FC","M",1,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Ederson","Manchester City","G",2,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Kevin De Bruyne","Manchester City","M",3,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Gabriel Jesus","Manchester City","F",4,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Lucas Digne","Aston Villa","D",5,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Mason Mount","Chelsea FC","M",6,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Gary Neville","Manchester United","D",7,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Bernardo Silva ","Manchester City","M",8,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Edouard Mendy","Chelsea FC","G",9,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Emiliano Martinez","Aston Villa","G",10,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Ki-Jana Hoever","Wolverhampton Wanderers","D",11,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Trincao","Wolverhampton Wanderers","M",12,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Reece James","Chelsea FC","D",13,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Thiago Silva","Chelsea FC","D",14,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Callum Hudson-Odoi","Chelsea FC","M",15,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Billy Sharp","Leeds United","F",16,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Cesc Fabregas","Arsenal","M",17,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Jordan Pickford","Everton","G",18,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Aymeric Laporte","Manchester City","D",19,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Joe Rodon","Tottenham Hotspur","D",20,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Emile Smith Rowe","Arsenal","M",21,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Kalvin Phillips","Leeds United","M",22,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Gianluca Vialli","Chelsea FC","F",23,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Matt Targett","Newcastle United","D",24,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Pedro Neto","Wolverhampton Wanderers","F",25,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Rodri","Manchester City","M",26,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Wesley Fofana","Leicester City","D",27,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Thomas Partey","Arsenal","M",28,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Tomas Soucek","West Ham United","M",29,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Robert Pires","Arsenal","M",30,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Nathan Ake","Manchester City","D",31,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Jan Bednarek","Southampton","D",32,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Josh Sargent","Norwich City","F",33,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Adam Webster","Brighton & Hove Albion","D",34,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Brandon Williams","Norwich City","D",35,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Gabriel Martinelli","Arsenal","M",36,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Martin Dubravka","Newcastle United","G",37,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Wilfried Zaha","Crystal Palace","F",38,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Gary Lineker","Tottenham Hotspur","F",39,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Eden Hazard","Chelsea FC","M",40,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Marc Guehi","Crystal Palace","D",41,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Eduardo","Arsenal","F",42,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Alan Shearer","Newcastle United","F",43,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Ruud van Nistelrooy","Manchester United","F",44,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Hernan Crespo","Chelsea FC","F",45,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Clint Dempsey","Tottenham Hotspur","M",46,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Thierry Henry","Arsenal","F",47,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Jurgen Klinsmann","Tottenham Hotspur","F",48,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","David Beckham","Manchester United","M",49,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic","Andriy Shevchenko","Chelsea FC","F",50,
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic Black","Christian Pulisic","Chelsea FC","M",1,1
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic Black","Ederson","Manchester City","G",2,1
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic Black","Kevin De Bruyne","Manchester City","M",3,1
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic Black","Gabriel Jesus","Manchester City","F",4,1
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic Black","Lucas Digne","Aston Villa","D",5,1
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic Black","Mason Mount","Chelsea FC","M",6,1
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic Black","Gary Neville","Manchester United","D",7,1
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic Black","Bernardo Silva ","Manchester City","M",8,1
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic Black","Edouard Mendy","Chelsea FC","G",9,1
"Soccer",2021,"Panini","Mosaic Premier League (21-22)","Premier League Autographs Mosaic Black","Emiliano Martinez","Aston Villa","G",10,1
