"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Cristiano Ronaldo","Real Madrid CF","F",1,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Gareth Bale","Real Madrid CF","M",2,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","James Rodriguez","Real Madrid CF","M",3,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Sami Khedira","Real Madrid CF","M",4,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Sergio Ramos","Real Madrid CF","D",5,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Fabio Coentrao","Real Madrid CF","D",6,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Marcelo","Real Madrid CF","D",7,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Riccardo Montolivo","AC Milan","M",8,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Michael Essien","AC Milan","M",9,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Nigel de Jong","AC Milan","M",10,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Keisuke Honda","AC Milan","M",11,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Stephan El Shaarawy","AC Milan","F",12,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Sulley Muntari","AC Milan","M",13,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Jasper Cillessen","AFC Ajax","G",14,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Lasse Schone","AFC Ajax","M",15,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Arkadiusz Milik","AFC Ajax","F",16,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Dimitar Berbatov","AS Monaco","F",17,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Joao Moutinho","AS Monaco","M",18,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Ricardo Carvalho","AS Monaco","D",19,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Elderson","AS Monaco","D",20,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Darijo Srna","Shakhtar Donetsk","D",21,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Luiz Adriano","Shakhtar Donetsk","F",22,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Alex Teixeira","Shakhtar Donetsk","M",23,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Fred","Shakhtar Donetsk","M",24,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Diego Godin","Atltico de Madrid","D",25,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Mario Mandzukic","Atltico de Madrid","F",26,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Antoine Griezmann","Atltico de Madrid","F",27,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Fernando Torres","Atltico de Madrid","F",28,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Koke","Atltico de Madrid","M",29,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Arda Turan","Atltico de Madrid","M",30,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Juanfran","Atltico de Madrid","D",31,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Fabian Schar","FC Basel 1893","D",32,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Philipp Degen","FC Basel 1893","D",33,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Yoichiro Kakitani","FC Basel 1893","M",34,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Fabian Frei","FC Basel 1893","M",35,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Wesley Sneijder","Galatasaray AS","M",36,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Fernando Muslera","Galatasaray AS","G",37,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Blerim Dzemaili","Galatasaray AS","M",38,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Burak Yilmaz","Galatasaray AS","F",39,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Manuel Neuer","FC Bayern Munich","G",40,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Thomas Muller","FC Bayern Munich","F",41,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Franck Ribery","FC Bayern Munich","M",42,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Arjen Robben","FC Bayern Munich","M",43,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Philipp Lahm","FC Bayern Munich","D",44,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Bastian Schweinsteiger","FC Bayern Munich","M",45,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Mario Gotze","FC Bayern Munich","M",46,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Igor Akinfeev","CSKA Moskva","G",47,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Alan Dzagoev","CSKA Moskva","M",48,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Seydou Doumbia","CSKA Moskva","F",49,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Ahmed Musa","CSKA Moskva","F",50,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Sergei Ignashevich","CSKA Moskva","D",51,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Zlatan Ibrahimovic","Paris Saint-Germain","F",52,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Edinson Cavani","Paris Saint-Germain","F",53,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Thiago Silva","Paris Saint-Germain","D",54,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","David Luiz","Paris Saint-Germain","D",55,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Thiago Motta","Paris Saint-Germain","M",56,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Blaise Matuidi","Paris Saint-Germain","M",57,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Ezequiel Lavezzi","Paris Saint-Germain","F",58,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Maxi Pereira","SL Benfica","D",59,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Julio Cesar","SL Benfica","G",60,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Nico Gaitan","SL Benfica","M",61,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Silvio","SL Benfica","D",62,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Oribe Peralta","Club America","F",63,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Moises Munoz","Club America","G",64,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Carlos Quintero","Club America","M",65,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Paul Aguilar","Club America","D",66,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Rubens Sambueza","Club America","M",67,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Lionel Messi","FC Barcelona","F",68,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Neymar Jr","FC Barcelona","F",69,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Luis Suarez","FC Barcelona","F",70,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Pedro","FC Barcelona","F",71,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Andres Iniesta","FC Barcelona","M",72,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Gerard Pique","FC Barcelona","D",73,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Dani Alves","FC Barcelona","D",74,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Giannis Maniatis","Olympiacos FC","M",75,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Kostas Mitroglou","Olympiacos FC","F",76,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Konstantinos Fortounis","Olympiacos FC","M",77,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Ibrahim Afellay","Olympiacos FC","M",78,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Hulk","FC Zenit","F",79,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Aleksandr Kerzhakov","FC Zenit","F",80,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Ezequiel Garay","FC Zenit","D",81,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Axel Witsel","FC Zenit","M",82,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Andrey Arshavin","FC Zenit","M",83,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Artem Rebrov","FC Spartak Moskva","G",84,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Dmitri Kombarov","FC Spartak Moskva","D",85,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Artyom Dzyuba","FC Spartak Moskva","F",86,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Kim Kallstrom","FC Spartak Moskva","M",87,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Yura Movsisyan","FC Spartak Moskva","F",88,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Roman Zobnin","Dynamo Moscow","M",89,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Vladimir Gabulov","Dynamo Moscow","G",90,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Aleksei Ionov","Dynamo Moscow","M",91,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Christopher Samba","Dynamo Moscow","D",92,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Kevin Kuranyi","Dynamo Moscow","F",93,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Bruno Martins Indi","FC Porto","D",94,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Jackson Martinez","FC Porto","F",95,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Hector Herrera","FC Porto","M",96,
"Soccer",2015,"Donruss","Base Brand Donruss","Base","Cristian Tello","FC Porto","F",97,
