"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Christian Pulisic","United States","F",1,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Folarin Balogun","United States","F",2,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Sergino Dest","United States","D",3,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Santiago Gimenez","Mexico","F",4,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Julian Alvarez","Argentina","F",5,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Rodrigo de Paul","Argentina","M",6,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Enzo Fernandez","Argentina","M",7,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Lionel Messi","Argentina","F",8,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Heung-Min Son","Korea Republic","M",9,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Harry Kane","England","F",10,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Jude Bellingham","England","M",11,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Bukayo Saka","England","F",12,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Declan Rice","England","M",13,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Kylian Mbappe","France","F",14,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Kingsley Coman","France","F",15,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Antoine Griezmann","France","F",16,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Randal Kolo Muani","France","F",17,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Jean-Clair Todibo","France","D",18,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Ousmane Dembele","France","M",19,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Aurelien Tchouameni","France","M",20,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Warren Zaire-Emery","France","M",21,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Thomas Muller","Germany","F",22,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Leroy Sane","Germany","F",23,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Manuel Neuer","Germany","G",24,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Antonio Rudiger","Germany","D",25,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Florian Wirtz","Germany","F",26,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Ilkay Gundogan","Germany","M",27,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Marc-Andre ter Stegen","Germany","G",28,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Kai Havertz","Germany","M",29,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Niclas Fullkrug","Germany","F",30,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Toni Kroos","Germany","M",31,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Chris Fuhrich","Germany","M",32,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Giacomo Raspadori","Italy","F",33,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Davide Frattesi","Italy","M",34,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Gianluigi Donnarumma","Italy","G",35,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Mateo Retegui","Italy","F",36,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Lorenzo Pellegrini","Italy","M",37,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Erling Haaland","Norway","F",38,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Martin Odegaard","Norway","M",39,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Antonio Nusa","Norway","M",40,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Oscar Bobb","Norway","M",41,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Cristiano Ronaldo","Portugal","F",42,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Bernardo Silva ","Portugal","M",43,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Goncalo Ramos","Portugal","F",44,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Filip Kostic","Serbia","M",45,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Dusan Tadic ","Serbia","M",46,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Nikola Milenkovic","Serbia","D",47,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Alvaro Morata","Spain","F",48,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Pau Cubarsi ","Spain","D",49,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Lamine Yamal","Spain","M",50,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Jaedyn Shaw","United States (WNT)","F",51,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Trinity Rodman","United States (WNT)","F",52,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Antoine Griezmann","Atletico de Madrid","F",53,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Arthur Vermeeren","Atletico de Madrid","M",54,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Vitor Roque","FC Barcelona","F",55,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Pedri","FC Barcelona","M",56,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Gavi","FC Barcelona","M",57,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Lamine Yamal","FC Barcelona","M",58,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Vini Jr.","Real Madrid","F",59,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Jude Bellingham","Real Madrid","M",60,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Arda Guler","Real Madrid","M",61,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Nico Paz","Real Madrid","M",62,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Rafael Leao","AC Milan","F",63,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Francesco Camarda","AC Milan","F",64,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Lautaro Martinez","FC Internazionale Milano","F",65,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Nicolo Barella","FC Internazionale Milano","M",66,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Dusan Vlahovic","Juventus","F",67,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Kenan Yildiz","Juventus","F",68,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Fares Chaibi","Eintracht Frankfurt","M",69,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Hugo Larsson","Eintracht Frankfurt","M",70,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Omar Marmoush","Eintracht Frankfurt","F",71,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Willian Pacho","Eintracht Frankfurt","D",72,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Ellyes Skhiri","Eintracht Frankfurt","M",73,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Carlos Forbs","AFC Ajax","F",74,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Kristian Hlynsson","AFC Ajax","M",75,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Jorrel Hato","AFC Ajax","D",76,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Diogo Costa","FC Porto","G",77,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Galeno ","FC Porto","M",78,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Francisco Conceicao","FC Porto","F",79,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Pepe (LW)","FC Porto","M",80,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Varela","FC Porto","M",81,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Evanilson","FC Porto","F",82,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Miguel Borja","River Plate","F",83,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Pedro Goncalves","Sporting CP","M",84,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Viktor Gyokeres","Sporting CP","F",85,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Goncalo Inacio","Sporting CP","D",86,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Morten Hjulmand ","Sporting CP","M",87,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Geny Catamo","Sporting CP","M",88,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Ousmane Diomande","Sporting CP","D",89,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Hidemasa Morita","Sporting CP","M",90,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Paulinho","Sporting CP","M",91,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Endrick","Palmeiras","F",92,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Gabriel Menino","Palmeiras","M",93,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Luis Guilherme","Palmeiras","M",94,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Raphael Veiga","Palmeiras","M",95,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Estevao","Palmeiras","M",96,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Joaquin Piquerez","Palmeiras","M",97,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Esequiel Barco","River Plate","M",98,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Pablo Solari","River Plate","F",99,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Claudio Echeverri","River Plate","M",100,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Dominic Solanke","AFC Bournemouth","F",101,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Alex Scott","AFC Bournemouth","M",102,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Marcus Tavernier","AFC Bournemouth","M",103,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Antoine Semenyo","AFC Bournemouth","F",104,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Philip Billing","AFC Bournemouth","M",105,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Milos Kerkez","AFC Bournemouth","D",106,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Gabriel Martinelli","Arsenal","F",107,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Ben White","Arsenal","D",108,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Martin Odegaard","Arsenal","M",109,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Leandro Trossard","Arsenal","F",110,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Gabriel ","Arsenal","D",111,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Kai Havertz","Arsenal","M",112,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Ethan Nwaneri","Arsenal","M",113,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Declan Rice","Arsenal","M",114,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Gabriel Jesus","Arsenal","F",115,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","David Raya","Arsenal","G",116,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","William Saliba","Arsenal","D",117,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Bukayo Saka","Arsenal","M",118,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Emiliano Martinez","Aston Villa","G",119,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Ollie Watkins","Aston Villa","F",120,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Moussa Diaby","Aston Villa","M",121,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Douglas Luiz","Aston Villa","M",122,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Jhon Duran","Aston Villa","F",123,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Morgan Rogers","Aston Villa","M",124,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Bryan Mbeumo","Brentford","F",125,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Nathan Collins","Brentford","D",126,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Mathias Jensen","Brentford","M",127,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Aaron Hickey","Brentford","D",128,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Vitaly Janelt","Brentford","M",129,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Neal Maupay","Brentford","F",130,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Mark Flekken","Brentford","G",131,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Christian Norgaard","Brentford","M",132,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Kristoffer Ajer","Brentford","D",133,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Yoane Wissa","Brentford","M",134,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Simon Adingra","Brighton & Hove Albion","M",135,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Kaoru Mitoma","Brighton & Hove Albion","M",136,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Carlos Baleba","Brighton & Hove Albion","M",137,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Evan Ferguson","Brighton & Hove Albion","F",138,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Facundo Buonanotte","Brighton & Hove Albion","M",139,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Jason Steele","Brighton & Hove Albion","G",140,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Lewis Dunk","Brighton & Hove Albion","D",141,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Pascal Gross","Brighton & Hove Albion","M",142,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Ansu Fati","Brighton & Hove Albion","M",143,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Bart Verbruggen","Brighton & Hove Albion","G",144,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Luca Koleosho","Burnley","F",145,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","James Trafford","Burnley","G",146,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Josh Brownhill","Burnley","M",147,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Zeki Amdouni","Burnley","F",148,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Aaron Ramsey (R)","Burnley","M",149,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Wilson Odobert","Burnley","F",150,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Enzo Fernandez","Chelsea FC","M",151,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Raheem Sterling","Chelsea FC","F",152,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Nicolas Jackson","Chelsea FC","M",153,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Cole Palmer","Chelsea FC","M",154,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Moises Caicedo","Chelsea FC","M",155,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Levi Colwill ","Chelsea FC","D",156,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Eberechi Eze","Crystal Palace","M",157,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Michael Olise","Crystal Palace","M",158,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Joachim Andersen","Crystal Palace","D",159,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Jordan Ayew","Crystal Palace","F",160,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Odsonne Edouard","Crystal Palace","F",161,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Matheus Franca","Crystal Palace","M",162,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","James Tarkowski","Everton","D",163,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Dominic Calvert-Lewin","Everton","F",164,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Amadou Onana","Everton","M",165,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Jordan Pickford","Everton","G",166,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Abdoulaye Doucoure","Everton","M",167,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","James Garner","Everton","M",168,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Joao Palhinha","Fulham","M",169,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Rodrigo Muniz","Fulham","F",170,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Antonee Robinson","Fulham","D",171,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Andreas Pereira","Fulham","M",172,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Tosin","Fulham","D",173,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Raul Jimenez","Fulham","F",174,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Luis Diaz","Liverpool FC","M",175,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Trent Alexander-Arnold","Liverpool FC","D",176,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Alexis Mac Allister","Liverpool FC","M",177,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Cody Gakpo","Liverpool FC","M",178,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Alisson Becker","Liverpool FC","G",179,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Diogo Jota","Liverpool FC","F",180,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Ben Doak","Liverpool FC","M",181,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Dominik Szoboszlai","Liverpool FC","M",182,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Tom Lockyer","Luton Town FC","D",183,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Elijah Adebayo","Luton Town FC","F",184,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Alfie Doughty","Luton Town FC","M",185,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Ross Barkley","Luton Town FC","M",186,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Carlton Morris","Luton Town FC","F",187,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Thomas Kaminski","Luton Town FC","G",188,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Albert Sambi Lokonga","Luton Town FC","M",189,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Chiedozie Ogbene","Luton Town FC","F",190,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Issa Kabore","Luton Town FC","D",191,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Andros Townsend","Luton Town FC","M",192,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Erling Haaland","Manchester City","F",193,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Kevin De Bruyne","Manchester City","M",194,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","John Stones","Manchester City","D",195,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Julian Alvarez","Manchester City","F",196,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Phil Foden","Manchester City","M",197,60
"Soccer",2023,"Panini","Immaculate (23-24)","Base Set","Rodri","Manchester City","M",198,60
