"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Rafael Leao","AC Milan","F",1,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Yacine Adli","AC Milan","M",2,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Dominic Solanke","AFC Bournemouth","F",3,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Jaidon Anthony","AFC Bournemouth","M",4,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Jordan Zemura","AFC Bournemouth","D",5,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Kieffer Moore","AFC Bournemouth","F",6,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Lloyd Kelly","AFC Bournemouth","D",7,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Marcos Senesi ","AFC Bournemouth","D",8,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Marcus Tavernier","AFC Bournemouth","M",9,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Philip Billing","AFC Bournemouth","M",10,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Julian Alvarez","Argentina","F",11,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Lionel Messi","Argentina","F",12,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Bukayo Saka","Arsenal","M",13,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Eddie Nketiah","Arsenal","F",14,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Fabio Vieira","Arsenal","M",15,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Gabriel Jesus","Arsenal","F",16,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Gabriel Martinelli","Arsenal","F",17,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Granit Xhaka","Arsenal","M",18,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Martin Odegaard","Arsenal","M",19,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","William Saliba","Arsenal","D",20,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Lorenzo Pellegrini","AS Roma","M",21,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Nicola Zalewski","AS Roma","M",22,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Jacob Ramsey","Aston Villa","M",23,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Nahuel Molina","Atletico de Madrid","D",24,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Marcos Llorente","Atletico de Madrid","M",25,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Yannick Carrasco","Atletico de Madrid","M",26,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Mallory Swanson","United States","F",27,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Megan Rapinoe","United States","F",28,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Alex Morgan","United States","F",29,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Naomi Girma","United States","D",30,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Bryan Mbeumo","Brentford","F",31,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","David Raya","Brentford","G",32,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Mathias Jensen","Brentford","M",33,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Keane Lewis-Potter ","Brentford","M",34,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Adam Lallana ","Brighton & Hove Albion","M",35,75
"Soccer",2022,"Panini","Immaculate Collection (22-23)","Base Set","Alexis Mac Allister","Brighton & Hove Albion","M",36,75
