"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2016,"Panini","Noir","Acetate Noir","Andrea Pirlo","Italy","M",1,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Bastian Schweinsteiger","Germany","M",2,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Christian Benteke","Belgium","F",3,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Cristiano Ronaldo","Portugal","F",4,30
"Soccer",2016,"Panini","Noir","Acetate Noir","Ezequiel Garay","Argentina","D",5,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Fabian Schar","Switzerland","D",6,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Frank Lampard","England","M",7,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Gerard Pique","Spain","D",8,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Giuseppe Rossi","Italy","F",9,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Harry Kane","England","F",11,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Iker Casillas","Spain","G",12,75
"Soccer",2016,"Panini","Noir","Acetate Noir","James Rodriguez","Colombia","M",13,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Javier Mascherano","Argentina","M",14,75
"Soccer",2016,"Panini","Noir","Acetate Noir","John Terry","England","D",15,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Juan Mata","Spain","M",16,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Luis Suarez","Uruguay","F",17,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Lukas Podolski","Germany","F",18,49
"Soccer",2016,"Panini","Noir","Acetate Noir","Luke Shaw","England","D",19,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Marco Verratti","Italy","M",20,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Marouane Fellaini","Belgium","M",21,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Miroslav Klose","Germany","F",22,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Per Mertesacker","Germany","D",23,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Santi Cazorla","Spain","M",25,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Sergio Ramos","Spain","D",26,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Steven Gerrard","England","M",27,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Thibaut Courtois","Belgium","G",28,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Willian","Brazil","M",29,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Xavi Hernandez","Spain","M",30,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Mario Gotze","Germany","F",31,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Andres Guardado","Mexico","M",32,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Ivan Rakitic","Croatia","M",33,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Marcos Rojo","Argentina","D",34,49
"Soccer",2016,"Panini","Noir","Acetate Noir","Ashley Williams","Wales","D",36,75
"Soccer",2016,"Panini","Noir","Acetate Noir","David Alaba","Austria","M",37,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Martin Skrtel","Slovakia","D",38,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Arda Turan","Turkey","M",39,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Xabi Alonso","Spain","M",40,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Marco Reus","Germany","M",41,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Maxi Pereira","Uruguay","D",42,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Maxi Rodriguez","Argentina","M",43,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Diego Costa","Spain","F",44,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Wesley Sneijder","Netherlands","M",45,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Dirk Kuyt","Netherlands","F",46,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Arjen Robben","Netherlands","M",47,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Asmir Begovic","Bosnia-Herzegovina","G",48,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Dani Alves","Brazil","D",49,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Ezequiel Lavezzi","Argentina","F",50,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Joao Moutinho","Portugal","M",51,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Lionel Messi","Argentina","F",52,30
"Soccer",2016,"Panini","Noir","Acetate Noir","Mats Hummels","Germany","D",53,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Memphis Depay","Netherlands","F",54,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Radamel Falcao Garcia","Colombia","F",55,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Toni Kroos","Germany","M",56,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Clint Dempsey","United States","F",57,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Jozy Altidore","United States","F",59,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Alvaro Morata","Spain","F",61,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Ivan Perisic","Croatia","M",62,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Anthony Martial","France","F",63,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Marko Arnautovic","Austria","F",64,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Marc Janko","Austria","F",66,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Pepe","Portugal","D",67,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Matteo Darmian","Italy","D",68,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Lukasz Fabianski","Poland","G",69,75
"Soccer",2016,"Panini","Noir","Acetate Noir","Christian Fuchs","Austria","D",70,75
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","Andrea Pirlo","Italy","M",1,49
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","Bastian Schweinsteiger","Germany","M",2,49
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","Christian Benteke","Belgium","F",3,49
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","Cristiano Ronaldo","Portugal","F",4,20
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","Ezequiel Garay","Argentina","D",5,49
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","Fabian Schar","Switzerland","D",6,49
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","Frank Lampard","England","M",7,49
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","Gerard Pique","Spain","D",8,49
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","Giuseppe Rossi","Italy","F",9,49
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","Harry Kane","England","F",11,49
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","Iker Casillas","Spain","G",12,49
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","James Rodriguez","Colombia","M",13,49
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","Javier Mascherano","Argentina","M",14,49
"Soccer",2016,"Panini","Noir","Acetate Noir Bronze","John Terry","England","D",15,49
