"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Black FIFA","Kaka","AC Milan","M",1,1
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Black FIFA","Andres Iniesta","FC Barcelona","M",2,1
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Black FIFA","Ronaldo","FC Barcelona","F",3,1
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Black FIFA","Franz Beckenbauer","Germany","D",4,1
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Black FIFA","Lothar Matthaus","Germany","M",5,1
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Black FIFA","Gianluigi Buffon","Juventus","G",6,1
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Black FIFA","Michael Laudrup","Juventus","F",7,1
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Black FIFA","Shinji Kagawa","Manchester United","M",8,1
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Black FIFA","Jaap Stam","AC Milan","D",9,1
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Black FIFA","Zinedine Zidane","Real Madrid","M",10,1
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures FIFA","Kaka","AC Milan","M",1,6
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures FIFA","Andres Iniesta","FC Barcelona","M",2,39
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures FIFA","Ronaldo","FC Barcelona","F",3,6
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures FIFA","Franz Beckenbauer","Germany","D",4,89
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures FIFA","Lothar Matthaus","Germany","M",5,199
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures FIFA","Gianluigi Buffon","Juventus","G",6,89
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures FIFA","Michael Laudrup","Juventus","F",7,6
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures FIFA","Shinji Kagawa","Manchester United","M",8,3
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures FIFA","Jaap Stam","AC Milan","D",9,3
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures FIFA","Zinedine Zidane","Real Madrid","M",10,3
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Gold FIFA","Kaka","AC Milan","M",1,3
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Gold FIFA","Andres Iniesta","FC Barcelona","M",2,10
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Gold FIFA","Ronaldo","FC Barcelona","F",3,3
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Gold FIFA","Franz Beckenbauer","Germany","D",4,10
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Gold FIFA","Lothar Matthaus","Germany","M",5,10
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Gold FIFA","Gianluigi Buffon","Juventus","G",6,10
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Gold FIFA","Michael Laudrup","Juventus","F",7,3
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Gold FIFA","Shinji Kagawa","Manchester United","M",8,1
"Soccer",2022,"Donruss","Donruss Elite FIFA (22-23)","Back to the Future Signatures Gold FIFA","Jaap Stam","AC Milan","D",9,1
