"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Rafael Leao","AC Milan","F",1,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Samuel Chukwueze","AC Milan","M",2,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Alejandro Garnacho","Argentina","M",3,99
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Alexis Mac Allister","Argentina","M",4,50
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Enzo Fernandez","Argentina","M",5,5
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Lautaro Martinez","Argentina","F",6,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Rodrigo de Paul","Atletico de Madrid","M",7,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Bukayo Saka","England","F",8,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Kobbie Mainoo","England","M",9,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Phil Foden","England","M",10,5
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Frenkie de Jong","FC Barcelona","M",11,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Ilkay Gundogan","FC Barcelona","M",12,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Marcus Thuram","FC Internazionale Milano","F",13,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Henrikh Mkhitaryan","FC Internazionale Milano","M",14,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Aurelien Tchouameni","France","M",15,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Rodrygo","Real Madrid","F",16,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Dayot Upamecano","France","D",17,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Ibrahima Konate","France","D",18,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Mike Maignan","France","G",19,25
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","William Saliba","France","D",20,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Pascal Gross","Germany","M",21,5
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Maximilian Mittelstadt","Germany","D",22,5
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Marc-Andre ter Stegen","Germany","G",23,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Destiny Udogie","Italy","D",24,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Lorenzo Pellegrini","Italy","M",25,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Fabio Miretti ","Juventus","M",26,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Uriel Antuna","Mexico","F",27,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Martin Odegaard","Norway","M",28,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Joao Palhinha","Portugal","M",29,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Ruben Dias","Portugal","D",30,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Antonio Rudiger","Real Madrid","D",31,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Joselu","Real Madrid","F",32,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Steven Berghuis","AFC Ajax","F",33,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material","Antonio Silva ","SL Benfica","D",34,199
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Rafael Leao","AC Milan","F",1,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Samuel Chukwueze","AC Milan","M",2,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Alexis Mac Allister","Argentina","M",4,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Enzo Fernandez","Argentina","M",5,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Lautaro Martinez","Argentina","F",6,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Rodrigo de Paul","Atletico de Madrid","M",7,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Bukayo Saka","England","F",8,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Kobbie Mainoo","England","M",9,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Phil Foden","England","M",10,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Frenkie de Jong","FC Barcelona","M",11,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Ilkay Gundogan","FC Barcelona","M",12,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Marcus Thuram","FC Internazionale Milano","F",13,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Henrikh Mkhitaryan","FC Internazionale Milano","M",14,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Aurelien Tchouameni","France","M",15,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Rodrygo","Real Madrid","F",16,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Dayot Upamecano","France","D",17,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Ibrahima Konate","France","D",18,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Mike Maignan","France","G",19,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","William Saliba","France","D",20,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Pascal Gross","Germany","M",21,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Maximilian Mittelstadt","Germany","D",22,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Destiny Udogie","Italy","D",24,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Fabio Miretti ","Juventus","M",26,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Uriel Antuna","Mexico","F",27,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Martin Odegaard","Norway","M",28,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Joao Palhinha","Portugal","M",29,1
"Soccer",2023,"Panini","Obsidian (23-24)","Atomic Material Electric Etch Blue Finite","Ruben Dias","Portugal","D",30,1
