"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A","Mike Maignan","AC Milan","G",1,
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A","Rui Patricio","AS Roma","G",2,
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A","Juan Musso","Atalanta BC","G",3,
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A","Guglielmo Vicario","Empoli FC","G",4,
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A","Wojciech Szczesny","Juventus","G",5,
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A","Michele Di Gregorio ","AC Monza","G",6,
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A","Andrea Consigli","US Sassuolo Calcio","G",7,
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A","Alex Meret","SSC Napoli","G",8,
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A","Vanja Milinkovic-Savic","Torino FC","G",9,
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A","Emil Audero","UC Sampdoria","G",10,
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Lasers","Mike Maignan","AC Milan","G",1,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Lasers","Rui Patricio","AS Roma","G",2,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Lasers","Juan Musso","Atalanta BC","G",3,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Lasers","Guglielmo Vicario","Empoli FC","G",4,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Lasers","Wojciech Szczesny","Juventus","G",5,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Lasers","Michele Di Gregorio ","AC Monza","G",6,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Lasers","Andrea Consigli","US Sassuolo Calcio","G",7,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Lasers","Alex Meret","SSC Napoli","G",8,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Lasers","Vanja Milinkovic-Savic","Torino FC","G",9,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Lasers","Emil Audero","UC Sampdoria","G",10,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Swirl","Mike Maignan","AC Milan","G",1,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Swirl","Rui Patricio","AS Roma","G",2,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Swirl","Juan Musso","Atalanta BC","G",3,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Swirl","Guglielmo Vicario","Empoli FC","G",4,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Swirl","Wojciech Szczesny","Juventus","G",5,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Swirl","Michele Di Gregorio ","AC Monza","G",6,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Swirl","Andrea Consigli","US Sassuolo Calcio","G",7,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Swirl","Alex Meret","SSC Napoli","G",8,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Swirl","Vanja Milinkovic-Savic","Torino FC","G",9,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Black Swirl","Emil Audero","UC Sampdoria","G",10,1
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Gold Swirl","Mike Maignan","AC Milan","G",1,10
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Gold Swirl","Rui Patricio","AS Roma","G",2,10
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Gold Swirl","Juan Musso","Atalanta BC","G",3,10
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Gold Swirl","Guglielmo Vicario","Empoli FC","G",4,10
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Gold Swirl","Wojciech Szczesny","Juventus","G",5,10
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Gold Swirl","Michele Di Gregorio ","AC Monza","G",6,10
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Gold Swirl","Andrea Consigli","US Sassuolo Calcio","G",7,10
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Gold Swirl","Alex Meret","SSC Napoli","G",8,10
"Soccer",2022,"Score","Score Serie A (22-23)","All Hands Team Serie A Gold Swirl","Vanja Milinkovic-Savic","Torino FC","G",9,10
