"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Angel Di Maria","Argentina","M",1,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Emiliano Martinez","Argentina","G",2,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Gonzalo Montiel","Argentina","D",3,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Julian Alvarez","Argentina","F",4,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Lautaro Martinez","Argentina","F",5,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Leandro Paredes","Argentina","M",6,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Lionel Messi","Argentina","F",7,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Lucas Martinez Quarta","Argentina","D",8,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Nahuel Molina","Argentina","D",9,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Nicolas Gonzalez","Argentina","F",10,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Nicolas Otamendi","Argentina","D",11,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Rodrigo de Paul","Argentina","M",12,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Albert Sambi Lokonga","Belgium","M",13,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Arthur Theate","Belgium","D",14,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Charles De Ketelaere","Belgium","M",15,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Eden Hazard","Belgium","F",16,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Jan Vertonghen","Belgium","D",17,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Jeremy Doku","Belgium","F",18,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Kevin De Bruyne","Belgium","M",19,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Romelu Lukaku","Belgium","F",20,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Thibaut Courtois","Belgium","G",21,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Thorgan Hazard","Belgium","F",22,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Timothy Castagne","Belgium","D",23,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Youri Tielemans","Belgium","M",24,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Alisson","Brazil","G",25,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Antony","Brazil","F",26,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Bruno Guimaraes","Brazil","M",27,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Casemiro","Brazil","M",28,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Gabriel Martinelli","Brazil","M",29,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Lucas Paqueta","Brazil","M",30,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Marquinhos","Brazil","D",31,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Neymar Jr","Brazil","F",32,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Philippe Coutinho","Brazil","M",33,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Richarlison","Brazil","F",34,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Thiago Silva","Brazil","D",35,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Vinicius Jr.","Brazil","F",36,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Andre Onana","Cameroon","G",37,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Andre-Frank Zambo Anguissa","Cameroon","M",38,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Collins Fai","Cameroon","D",39,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Eric Maxim Choupo-Moting","Cameroon","F",40,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Karl Toko Ekambi","Cameroon","F",41,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Martin Hongla","Cameroon","M",42,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Michael Ngadeu","Cameroon","D",43,
"Soccer",2022,"Panini","Prizm FIFA World Cup Qatar 2022 TM","Base","Vincent Aboubakar","Cameroon","F",44,
