"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Angel Di Maria/Giovani Lo Celso","Argentina/Argentina","M/M",1,99
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Lautaro Martinez/Lionel Messi","Argentina/Argentina","F/F",2,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Diego Maradona/Lionel Messi","Argentina/Argentina","M/F",3,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Dennis Praet/Leander Dendoncker","Belgium/Belgium","M/M",4,99
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Dani Alves/Roberto Carlos","Brazil/Brazil","D/D",5,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Neymar Jr/Vinicius Jr.","Brazil/Brazil","F/F",6,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Vinicius Jr./Pele","Brazil/Brazil","F/F",7,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Pele/Zico","Brazil/Brazil","F/M",8,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Ronaldo/Ronaldinho","Brazil/Brazil","F/M",9,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Alexis Sanchez/Arturo Vidal","Chile/Chile","M/M",10,99
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Paul Scholes/Nicky Butt","England/England","M/M",11,99
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Wayne Rooney/Michael Owen","England/England","F/F",12,99
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Emmanuel Petit/Franck Leboeuf ","France/France","M/D",13,99
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Thierry Henry/Robert Pires","France/France","F/M",14,25
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Giuseppe Bergomi/Antonio Cabrini","Italy/Italy","D/D",15,99
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Gianluigi Buffon/Fabio Cannavaro","Italy/Italy","G/D",16,5
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Francesco Totti/Filippo Inzaghi","Italy/Italy","F/F",17,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Marco Van Basten/Dennis Bergkamp","Netherlands/Netherlands","F/F",18,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Ruud van Nistelrooy/Robin van Persie","Netherlands/Netherlands","F/F",19,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Cristiano Ronaldo/Joao Felix","Portugal/Portugal","F/F",20,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Ricardo Carvalho/Paulo Ferreira","Portugal/Portugal","D/D",21,14
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Luis Figo/Cristiano Ronaldo","Portugal/Portugal","M/F",22,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Ansu Fati/Mikel Oyarzabal","Spain/Spain","F/F",23,99
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Pedri/Cesc Fabregas","Spain/Spain","M/M",24,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual","Christian Pulisic/Ricardo Pepi","United States/United States","M/F",25,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Angel Di Maria/Giovani Lo Celso","Argentina/Argentina","M/M",1,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Lautaro Martinez/Lionel Messi","Argentina/Argentina","F/F",2,3
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Diego Maradona/Lionel Messi","Argentina/Argentina","M/F",3,3
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Dennis Praet/Leander Dendoncker","Belgium/Belgium","M/M",4,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Dani Alves/Roberto Carlos","Brazil/Brazil","D/D",5,3
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Neymar Jr/Vinicius Jr.","Brazil/Brazil","F/F",6,3
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Vinicius Jr./Pele","Brazil/Brazil","F/F",7,3
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Pele/Zico","Brazil/Brazil","F/M",8,3
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Alexis Sanchez/Arturo Vidal","Chile/Chile","M/M",10,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Paul Scholes/Nicky Butt","England/England","M/M",11,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Wayne Rooney/Michael Owen","England/England","F/F",12,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Emmanuel Petit/Franck Leboeuf ","France/France","M/D",13,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Thierry Henry/Robert Pires","France/France","F/M",14,5
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Giuseppe Bergomi/Antonio Cabrini","Italy/Italy","D/D",15,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Gianluigi Buffon/Fabio Cannavaro","Italy/Italy","G/D",16,2
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Francesco Totti/Filippo Inzaghi","Italy/Italy","F/F",17,3
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Marco Van Basten/Dennis Bergkamp","Netherlands/Netherlands","F/F",18,3
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Ruud van Nistelrooy/Robin van Persie","Netherlands/Netherlands","F/F",19,3
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Cristiano Ronaldo/Joao Felix","Portugal/Portugal","F/F",20,3
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Ricardo Carvalho/Paulo Ferreira","Portugal/Portugal","D/D",21,2
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Luis Figo/Cristiano Ronaldo","Portugal/Portugal","M/F",22,3
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Ansu Fati/Mikel Oyarzabal","Spain/Spain","F/F",23,10
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Pedri/Cesc Fabregas","Spain/Spain","M/M",24,3
"Soccer",2022,"Panini","National Treasures","Autographs Dual Gold","Christian Pulisic/Ricardo Pepi","United States/United States","M/F",25,3
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Angel Di Maria/Giovani Lo Celso","Argentina/Argentina","M/M",1,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Lautaro Martinez/Lionel Messi","Argentina/Argentina","F/F",2,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Diego Maradona/Lionel Messi","Argentina/Argentina","M/F",3,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Dennis Praet/Leander Dendoncker","Belgium/Belgium","M/M",4,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Dani Alves/Roberto Carlos","Brazil/Brazil","D/D",5,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Neymar Jr/Vinicius Jr.","Brazil/Brazil","F/F",6,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Vinicius Jr./Pele","Brazil/Brazil","F/F",7,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Pele/Zico","Brazil/Brazil","F/M",8,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Ronaldo/Ronaldinho","Brazil/Brazil","F/M",9,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Alexis Sanchez/Arturo Vidal","Chile/Chile","M/M",10,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Paul Scholes/Nicky Butt","England/England","M/M",11,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Wayne Rooney/Michael Owen","England/England","F/F",12,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Emmanuel Petit/Franck Leboeuf ","France/France","M/D",13,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Thierry Henry/Robert Pires","France/France","F/M",14,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Giuseppe Bergomi/Antonio Cabrini","Italy/Italy","D/D",15,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Gianluigi Buffon/Fabio Cannavaro","Italy/Italy","G/D",16,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Francesco Totti/Filippo Inzaghi","Italy/Italy","F/F",17,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Marco Van Basten/Dennis Bergkamp","Netherlands/Netherlands","F/F",18,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Ruud van Nistelrooy/Robin van Persie","Netherlands/Netherlands","F/F",19,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Cristiano Ronaldo/Joao Felix","Portugal/Portugal","F/F",20,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Ricardo Carvalho/Paulo Ferreira","Portugal/Portugal","D/D",21,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Luis Figo/Cristiano Ronaldo","Portugal/Portugal","M/F",22,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Ansu Fati/Mikel Oyarzabal","Spain/Spain","F/F",23,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Pedri/Cesc Fabregas","Spain/Spain","M/M",24,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Platinum","Christian Pulisic/Ricardo Pepi","United States/United States","M/F",25,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Angel Di Maria/Giovani Lo Celso","Argentina/Argentina","M/M",1,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Lautaro Martinez/Lionel Messi","Argentina/Argentina","F/F",2,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Diego Maradona/Lionel Messi","Argentina/Argentina","M/F",3,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Dennis Praet/Leander Dendoncker","Belgium/Belgium","M/M",4,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Dani Alves/Roberto Carlos","Brazil/Brazil","D/D",5,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Neymar Jr/Vinicius Jr.","Brazil/Brazil","F/F",6,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Vinicius Jr./Pele","Brazil/Brazil","F/F",7,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Pele/Zico","Brazil/Brazil","F/M",8,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Ronaldo/Ronaldinho","Brazil/Brazil","F/M",9,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Alexis Sanchez/Arturo Vidal","Chile/Chile","M/M",10,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Paul Scholes/Nicky Butt","England/England","M/M",11,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Wayne Rooney/Michael Owen","England/England","F/F",12,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Emmanuel Petit/Franck Leboeuf ","France/France","M/D",13,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Thierry Henry/Robert Pires","France/France","F/M",14,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Giuseppe Bergomi/Antonio Cabrini","Italy/Italy","D/D",15,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Gianluigi Buffon/Fabio Cannavaro","Italy/Italy","G/D",16,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Francesco Totti/Filippo Inzaghi","Italy/Italy","F/F",17,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Marco Van Basten/Dennis Bergkamp","Netherlands/Netherlands","F/F",18,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Ruud van Nistelrooy/Robin van Persie","Netherlands/Netherlands","F/F",19,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Cristiano Ronaldo/Joao Felix","Portugal/Portugal","F/F",20,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Ricardo Carvalho/Paulo Ferreira","Portugal/Portugal","D/D",21,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Luis Figo/Cristiano Ronaldo","Portugal/Portugal","M/F",22,1
"Soccer",2022,"Panini","National Treasures","Autographs Dual Printing Plate Black","Ansu Fati/Mikel Oyarzabal","Spain/Spain","F/F",23,1
