"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied","Gianluigi Donnarumma","Italy","G",1,
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied","Thibaut Courtois","Belgium","G",2,
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied","David de Gea","Spain","G",3,
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied","Manuel Neuer","Germany","G",4,
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied","Kasper Schmeichel","Denmark","G",5,
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied","Yann Sommer","Switzerland","G",6,
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied","Jasper Cillessen","Netherlands","G",7,
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied","Rui Patricio","Portugal","G",8,
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied","Robin Olsen","Sweden","G",9,
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied","Lukas Hradecky","Finland","G",10,
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Black Prizm","Gianluigi Donnarumma","Italy","G",1,1
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Black Prizm","Thibaut Courtois","Belgium","G",2,1
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Black Prizm","David de Gea","Spain","G",3,1
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Black Prizm","Manuel Neuer","Germany","G",4,1
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Black Prizm","Kasper Schmeichel","Denmark","G",5,1
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Black Prizm","Yann Sommer","Switzerland","G",6,1
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Black Prizm","Jasper Cillessen","Netherlands","G",7,1
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Black Prizm","Rui Patricio","Portugal","G",8,1
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Black Prizm","Robin Olsen","Sweden","G",9,1
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Black Prizm","Lukas Hradecky","Finland","G",10,1
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Gold Prizm","Gianluigi Donnarumma","Italy","G",1,10
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Gold Prizm","Thibaut Courtois","Belgium","G",2,10
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Gold Prizm","David de Gea","Spain","G",3,10
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Gold Prizm","Manuel Neuer","Germany","G",4,10
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Gold Prizm","Kasper Schmeichel","Denmark","G",5,10
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Gold Prizm","Yann Sommer","Switzerland","G",6,10
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Gold Prizm","Jasper Cillessen","Netherlands","G",7,10
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Gold Prizm","Rui Patricio","Portugal","G",8,10
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Gold Prizm","Robin Olsen","Sweden","G",9,10
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Gold Prizm","Lukas Hradecky","Finland","G",10,10
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Silver Prizm","Gianluigi Donnarumma","Italy","G",1,25
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Silver Prizm","Thibaut Courtois","Belgium","G",2,25
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Silver Prizm","David de Gea","Spain","G",3,25
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Silver Prizm","Manuel Neuer","Germany","G",4,25
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Silver Prizm","Kasper Schmeichel","Denmark","G",5,25
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Silver Prizm","Yann Sommer","Switzerland","G",6,25
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Silver Prizm","Jasper Cillessen","Netherlands","G",7,25
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Silver Prizm","Rui Patricio","Portugal","G",8,25
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Silver Prizm","Robin Olsen","Sweden","G",9,25
"Soccer",2020,"Panini","Select UEFA Euro Preview","Access Denied Silver Prizm","Lukas Hradecky","Finland","G",10,25
"Soccer",2020,"Panini","Select UEFA Euro Preview","Base Set - Field Level","Florian Grillitsch","Austria","M",177,
"Soccer",2020,"Panini","Select UEFA Euro Preview","Base Set - Field Level","Eden Hazard","Belgium","M",178,
