"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA","Mike Maignan","AC Milan","G",1,
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA","Jan Oblak","Atletico de Madrid","G",2,
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA","Hugo Lloris","France","G",3,
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA","Marc-Andre ter Stegen","Germany","G",4,
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA","Emiliano Martinez","Argentina","G",5,
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA","Alisson Becker","Liverpool FC","G",6,
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA","Thibaut Courtois","Real Madrid","G",7,
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA","Unai Simon","Spain","G",8,
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA","Ederson","Manchester City","G",9,
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA","David de Gea","Manchester United","G",10,
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Lasers","Mike Maignan","AC Milan","G",1,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Lasers","Jan Oblak","Atletico de Madrid","G",2,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Lasers","Hugo Lloris","France","G",3,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Lasers","Marc-Andre ter Stegen","Germany","G",4,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Lasers","Emiliano Martinez","Argentina","G",5,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Lasers","Alisson Becker","Liverpool FC","G",6,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Lasers","Thibaut Courtois","Real Madrid","G",7,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Lasers","Unai Simon","Spain","G",8,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Lasers","Ederson","Manchester City","G",9,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Lasers","David de Gea","Manchester United","G",10,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Swirl","Mike Maignan","AC Milan","G",1,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Swirl","Jan Oblak","Atletico de Madrid","G",2,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Swirl","Hugo Lloris","France","G",3,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Swirl","Marc-Andre ter Stegen","Germany","G",4,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Swirl","Emiliano Martinez","Argentina","G",5,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Swirl","Alisson Becker","Liverpool FC","G",6,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Swirl","Thibaut Courtois","Real Madrid","G",7,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Swirl","Unai Simon","Spain","G",8,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Swirl","Ederson","Manchester City","G",9,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Black Swirl","David de Gea","Manchester United","G",10,1
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Gold Swirl","Mike Maignan","AC Milan","G",1,10
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Gold Swirl","Jan Oblak","Atletico de Madrid","G",2,10
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Gold Swirl","Hugo Lloris","France","G",3,10
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Gold Swirl","Marc-Andre ter Stegen","Germany","G",4,10
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Gold Swirl","Emiliano Martinez","Argentina","G",5,10
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Gold Swirl","Alisson Becker","Liverpool FC","G",6,10
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Gold Swirl","Thibaut Courtois","Real Madrid","G",7,10
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Gold Swirl","Unai Simon","Spain","G",8,10
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Gold Swirl","Ederson","Manchester City","G",9,10
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Gold Swirl","David de Gea","Manchester United","G",10,10
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Purple Lasers","Mike Maignan","AC Milan","G",1,15
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Purple Lasers","Jan Oblak","Atletico de Madrid","G",2,15
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Purple Lasers","Hugo Lloris","France","G",3,15
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Purple Lasers","Marc-Andre ter Stegen","Germany","G",4,15
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Purple Lasers","Emiliano Martinez","Argentina","G",5,15
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Purple Lasers","Alisson Becker","Liverpool FC","G",6,15
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Purple Lasers","Thibaut Courtois","Real Madrid","G",7,15
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Purple Lasers","Unai Simon","Spain","G",8,15
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Purple Lasers","Ederson","Manchester City","G",9,15
"Soccer",2022,"Score","Score FIFA (22-23)","All Hands Team FIFA Purple Lasers","David de Gea","Manchester United","G",10,15
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Ante Rebic","AC Milan","F",1,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Brahim Diaz","AC Milan","M",2,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Charles De Ketelaere","AC Milan","M",3,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Fikayo Tomori","AC Milan","D",4,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Mike Maignan","AC Milan","G",5,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Pierre Kalulu","AC Milan","D",6,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Rafael Leao","AC Milan","F",7,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Sandro Tonali","AC Milan","M",8,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Theo Hernandez","AC Milan","D",9,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Angel Di Maria","Argentina","M",10,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Cristian Romero","Argentina","D",11,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Emiliano Martinez","Argentina","G",12,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Julian Alvarez","Argentina","F",13,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Lautaro Martinez","Argentina","F",14,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Lionel Messi","Argentina","F",15,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Nicolas Gonzalez","Argentina","F",16,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Paulo Dybala","Argentina","F",17,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Rodrigo de Paul","Argentina","M",18,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Alvaro Morata","Atletico de Madrid","F",19,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Antoine Griezmann","Atletico de Madrid","F",20,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Axel Witsel","Atletico de Madrid","M",21,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Jan Oblak","Atletico de Madrid","G",22,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Joao Felix","Atletico de Madrid","F",23,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Jose Maria Gimenez","Atletico de Madrid","D",24,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Koke","Atletico de Madrid","M",25,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Marcos Llorente","Atletico de Madrid","M",26,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Yannick Carrasco","Atletico de Madrid","M",27,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Edouard Mendy","Chelsea FC","G",28,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Jorginho","Chelsea FC","M",29,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Kai Havertz","Chelsea FC","M",30,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Kalidou Koulibaly","Chelsea FC","D",31,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Marc Cucurella","Chelsea FC","M",32,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Mason Mount","Chelsea FC","M",33,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","N'Golo Kante","Chelsea FC","M",34,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Raheem Sterling","Chelsea FC","F",35,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Reece James","Chelsea FC","D",36,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Adam Hlozek ","Czechia","F",37,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Antonin Barak","Czechia","M",38,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","David Zima","Czechia","D",39,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Jan Kuchta","Czechia","F",40,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Patrik Schick","Czechia","F",41,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Tomas Soucek","Czechia","M",42,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Bukayo Saka","England","F",43,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Declan Rice","England","M",44,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Harry Kane","England","F",45,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","John Stones","England","D",46,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Jordan Pickford","England","G",47,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Jude Bellingham","England","M",48,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Mason Mount","England","M",49,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Phil Foden","England","M",50,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Raheem Sterling","England","F",51,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Marcus Rashford","England","F",52,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Ansu Fati","FC Barcelona","F",53,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Franck Kessie","FC Barcelona","M",54,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Gavi","FC Barcelona","M",55,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Jules Kounde","FC Barcelona","D",56,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Marc-Andre ter Stegen","FC Barcelona","G",57,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Ousmane Dembele","FC Barcelona","M",58,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Pedri","FC Barcelona","M",59,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Raphinha","FC Barcelona","M",60,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Robert Lewandowski","FC Barcelona","F",61,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Ronald Araujo","FC Barcelona","D",62,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Alessandro Bastoni","FC Internazionale Milano","D",63,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Denzel Dumfries","FC Internazionale Milano","D",64,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Hakan Calhanoglu","FC Internazionale Milano","M",65,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Kristjan Asllani ","FC Internazionale Milano","M",66,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Lautaro Martinez","FC Internazionale Milano","F",67,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Marcelo Brozovic","FC Internazionale Milano","M",68,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Nicolo Barella","FC Internazionale Milano","M",69,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Robin Gosens","FC Internazionale Milano","M",70,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Romelu Lukaku","FC Internazionale Milano","F",71,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Antoine Griezmann","France","F",72,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Aurelien Tchouameni","France","M",73,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Christopher Nkunku","France","M",74,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Karim Benzema","France","F",75,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Kingsley Coman","France","F",76,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Kylian Mbappe","France","F",77,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Lucas Hernandez","France","D",78,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Moussa Diaby","France","F",79,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Paul Pogba","France","M",80,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Presnel Kimpembe","France","D",81,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","William Saliba","France","D",82,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Youssoufa Moukoko","Germany","F",83,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Jamal Musiala","Germany","F",84,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Joshua Kimmich","Germany","M",85,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Kai Havertz","Germany","M",86,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Mario Gotze","Germany","M",87,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Manuel Neuer","Germany","G",88,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Nico Schlotterbeck","Germany","D",89,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Serge Gnabry","Germany","F",90,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Thilo Kehrer","Germany","D",91,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Thomas Muller","Germany","F",92,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Niklas Sule","Germany","D",93,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Alexis Mac Allister","Argentina","M",94,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Enzo Fernandez","Argentina","M",95,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Exequiel Palacios","Argentina","M",96,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Gonzalo Montiel","Argentina","D",97,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Leandro Paredes","Argentina","M",98,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Lisandro Martinez","Argentina","D",99,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Marcos Acuna","Argentina","M",100,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Nahuel Molina","Argentina","D",101,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Nicolas Otamendi","Argentina","D",102,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Thiago Almada","Argentina","M",103,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","In-Beom Hwang","Korea Republic","M",104,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Hee-chan Hwang","Korea Republic","F",105,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Heung-Min Son","Korea Republic","M",106,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Jae-sung Lee","Korea Republic","M",107,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Min-jae Kim","Korea Republic","D",108,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Woo-yeong Jeong","Korea Republic","M",109,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Alisson Becker","Liverpool FC","G",110,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Andy Robertson","Liverpool FC","D",111,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Darwin Nunez","Liverpool FC","F",112,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Diogo Jota","Liverpool FC","F",113,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Fabio Carvalho","Liverpool FC","M",114,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Harvey Elliott","Liverpool FC","M",115,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Luis Diaz","Liverpool FC","M",116,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Mohamed Salah","Liverpool FC","F",117,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Trent Alexander-Arnold","Liverpool FC","D",118,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Virgil van Dijk","Liverpool FC","D",119,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Erling Haaland","Norway","F",120,
"Soccer",2022,"Score","Score FIFA (22-23)","Base FIFA","Kristian Thorstvedt","Norway","M",121,
