"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","David Luiz/David Luiz","Arsenal/Arsenal","D/D",1,500
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Adam Lallana /Adam Lallana ","Brighton & Hove Albion/Brighton & Hove Albion","M/M",2,49
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Christian Pulisic/Christian Pulisic","Chelsea FC/Chelsea FC","M/M",3,199
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Gary Cahill/Gary Cahill","Crystal Palace/Crystal Palace","D/D",4,49
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Gylfi Sigurdsson/Gylfi Sigurdsson","Everton/Everton","M/M",5,500
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","John Stones/John Stones","Manchester City/Manchester City","D/D",6,500
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Javier Manquillo/Javier Manquillo","Newcastle United/Newcastle United","D/D",7,49
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Rhian Brewster/Rhian Brewster","Sheffield United/Sheffield United","F/F",8,49
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Che Adams/Che Adams","Southampton/Southampton","F/F",9,49
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Joao Moutinho/Joao Moutinho","Wolverhampton Wanderers/Wolverhampton Wanderers","M/M",10,500
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Hector Herrera/Hector Herrera","Atletico de Madrid/Atletico de Madrid","M/M",11,199
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Koke/Koke","Atletico de Madrid/Atletico de Madrid","M/M",12,299
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Luis Suarez/Luis Suarez","Atletico de Madrid/Atletico de Madrid","F/F",13,500
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Frenkie de Jong/Frenkie de Jong","FC Barcelona/FC Barcelona","M/M",14,199
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Denis Suarez /Denis Suarez ","RC Celta/RC Celta","M/M",15,500
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Isco/Isco","Real Madrid/Real Madrid","M/M",16,500
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Karim Benzema/Karim Benzema","Real Madrid/Real Madrid","F/F",17,500
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Raphael Varane/Raphael Varane","Real Madrid/Real Madrid","D/D",18,500
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Jose Luis Gaya/Jose Luis Gaya","Valencia CF/Valencia CF","D/D",19,500
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Carlos Bacca/Carlos Bacca","Villarreal CF/Villarreal CF","F/F",20,500
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Hakan Calhanoglu/Hakan Calhanoglu","AC Milan/AC Milan","M/M",21,299
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Federico Marchetti/Federico Marchetti","Genoa CFC/Genoa CFC","G/G",22,299
"Soccer",2020,"Panini","Chronicles (20-21)","Absolute Tools of the Trade","Andrea Ranocchia/Andrea Ranocchia","FC Internazionale Milano/FC Internazionale Milano","D/D",23,500
