"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Thomas Lemar/Thomas Lemar","Atletico de Madrid/Atletico de Madrid","M/M",1,199
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Alejandro Balde/Alejandro Balde","FC Barcelona/FC Barcelona","D/D",2,199
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Andres Iniesta/Andres Iniesta","FC Barcelona/FC Barcelona","M/M",3,25
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Cesc Fabregas/Cesc Fabregas","FC Barcelona/FC Barcelona","M/M",4,99
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Ferran Torres/Ferran Torres","FC Barcelona/FC Barcelona","F/F",5,99
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Frenkie de Jong/Frenkie de Jong","FC Barcelona/FC Barcelona","M/M",6,199
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Andreas Christensen/Andreas Christensen","FC Barcelona/FC Barcelona","D/D",7,25
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Jules Kounde/Jules Kounde","FC Barcelona/FC Barcelona","D/D",8,199
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Lionel Messi/Lionel Messi","FC Barcelona/FC Barcelona","F/F",9,75
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Luis Suarez/Luis Suarez","FC Barcelona/FC Barcelona","F/F",10,99
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Neymar Jr/Neymar Jr","FC Barcelona/FC Barcelona","F/F",11,49
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Ousmane Dembele/Ousmane Dembele","FC Barcelona/FC Barcelona","M/M",12,25
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Pablo Torre /Pablo Torre ","FC Barcelona/FC Barcelona","M/M",13,299
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Ronald Araujo/Ronald Araujo","FC Barcelona/FC Barcelona","D/D",14,99
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Xavi Hernandez/Xavi Hernandez","FC Barcelona/FC Barcelona","M/M",15,99
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Michu/Michu","Rayo Vallecano/Rayo Vallecano","F/F",16,99
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Razvan Rat/Razvan Rat","Rayo Vallecano/Rayo Vallecano","D/D",17,99
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Cristiano Ronaldo/Cristiano Ronaldo","Real Madrid/Real Madrid","F/F",18,75
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Iker Casillas/Iker Casillas","Real Madrid/Real Madrid","G/G",19,199
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Karim Benzema/Karim Benzema","Real Madrid/Real Madrid","F/F",20,99
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Pepe/Pepe","Real Madrid/Real Madrid","D/D",21,99
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Rodrygo/Rodrygo","Real Madrid/Real Madrid","F/F",22,99
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Vini Jr./Vini Jr.","Real Madrid/Real Madrid","F/F",23,199
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Giovani Lo Celso/Giovani Lo Celso","Villarreal CF/Villarreal CF","M/M",24,199
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga","Santi Cazorla/Santi Cazorla","Villarreal CF/Villarreal CF","M/M",25,99
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Thomas Lemar/Thomas Lemar","Atletico de Madrid/Atletico de Madrid","M/M",1,10
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Alejandro Balde/Alejandro Balde","FC Barcelona/FC Barcelona","D/D",2,10
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Frenkie de Jong/Frenkie de Jong","FC Barcelona/FC Barcelona","M/M",6,5
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Neymar Jr/Neymar Jr","FC Barcelona/FC Barcelona","F/F",11,5
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Ousmane Dembele/Ousmane Dembele","FC Barcelona/FC Barcelona","M/M",12,5
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Pablo Torre /Pablo Torre ","FC Barcelona/FC Barcelona","M/M",13,10
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Ronald Araujo/Ronald Araujo","FC Barcelona/FC Barcelona","D/D",14,10
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Michu/Michu","Rayo Vallecano/Rayo Vallecano","F/F",16,10
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Razvan Rat/Razvan Rat","Rayo Vallecano/Rayo Vallecano","D/D",17,10
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Cristiano Ronaldo/Cristiano Ronaldo","Real Madrid/Real Madrid","F/F",18,5
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Iker Casillas/Iker Casillas","Real Madrid/Real Madrid","G/G",19,10
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Karim Benzema/Karim Benzema","Real Madrid/Real Madrid","F/F",20,10
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Pepe/Pepe","Real Madrid/Real Madrid","D/D",21,10
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Rodrygo/Rodrygo","Real Madrid/Real Madrid","F/F",22,10
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Vini Jr./Vini Jr.","Real Madrid/Real Madrid","F/F",23,10
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Giovani Lo Celso/Giovani Lo Celso","Villarreal CF/Villarreal CF","M/M",24,10
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Gold","Santi Cazorla/Santi Cazorla","Villarreal CF/Villarreal CF","M/M",25,10
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Platinum","Thomas Lemar/Thomas Lemar","Atletico de Madrid/Atletico de Madrid","M/M",1,1
"Soccer",2022,"Panini","Chronicles (22-23)","Absolute Tools of the Trade La Liga Platinum","Alejandro Balde/Alejandro Balde","FC Barcelona/FC Barcelona","D/D",2,1
