"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2019,"Panini","Prizm","Base","Lukasz Fabianski","West Ham United","G",1,
"Soccer",2019,"Panini","Prizm","Base","Aaron Cresswell","West Ham United","D",2,
"Soccer",2019,"Panini","Prizm","Base","Issa Diop","West Ham United","D",3,
"Soccer",2019,"Panini","Prizm","Base","Fabian Balbuena","West Ham United","D",4,
"Soccer",2019,"Panini","Prizm","Base","Arthur Masuaku","West Ham United","D",5,
"Soccer",2019,"Panini","Prizm","Base","Robert Snodgrass","West Ham United","M",6,
"Soccer",2019,"Panini","Prizm","Base","Declan Rice","West Ham United","M",7,
"Soccer",2019,"Panini","Prizm","Base","Mark Noble","West Ham United","M",8,
"Soccer",2019,"Panini","Prizm","Base","Jack Wilshere","West Ham United","M",9,
"Soccer",2019,"Panini","Prizm","Base","Manuel Lanzini","West Ham United","M",10,
"Soccer",2019,"Panini","Prizm","Base","Michail Antonio","West Ham United","F",11,
"Soccer",2019,"Panini","Prizm","Base","Felipe Anderson","West Ham United","F",12,
"Soccer",2019,"Panini","Prizm","Base","Andriy Yarmolenko","West Ham United","F",13,
"Soccer",2019,"Panini","Prizm","Base","Angelo Ogbonna","West Ham United","D",14,
"Soccer",2019,"Panini","Prizm","Base","Javier Hernandez","West Ham United","F",15,
"Soccer",2019,"Panini","Prizm","Base","Kepa Arrizabalaga","Chelsea FC","G",16,
"Soccer",2019,"Panini","Prizm","Base","David Luiz","Chelsea FC","D",17,
"Soccer",2019,"Panini","Prizm","Base","Antonio Rudiger","Chelsea FC","D",18,
"Soccer",2019,"Panini","Prizm","Base","Cesar Azpilicueta","Chelsea FC","D",19,
"Soccer",2019,"Panini","Prizm","Base","Marcos Alonso","Chelsea FC","D",20,
"Soccer",2019,"Panini","Prizm","Base","Andreas Christensen","Chelsea FC","D",21,
"Soccer",2019,"Panini","Prizm","Base","Emerson Palmieri","Chelsea FC","D",22,
"Soccer",2019,"Panini","Prizm","Base","N'Golo Kante","Chelsea FC","M",23,
"Soccer",2019,"Panini","Prizm","Base","Jorginho","Chelsea FC","M",24,
"Soccer",2019,"Panini","Prizm","Base","Davide Zappacosta","Chelsea FC","D",25,
"Soccer",2019,"Panini","Prizm","Base","Ross Barkley","Chelsea FC","M",26,
"Soccer",2019,"Panini","Prizm","Base","Ruben Loftus-Cheek","Chelsea FC","M",27,
"Soccer",2019,"Panini","Prizm","Base","Willian","Chelsea FC","M",28,
"Soccer",2019,"Panini","Prizm","Base","Callum Hudson-Odoi","Chelsea FC","M",29,
"Soccer",2019,"Panini","Prizm","Base","Christian Pulisic","Chelsea FC","M",30,
"Soccer",2019,"Panini","Prizm","Base","Danny Drinkwater","Chelsea FC","M",31,
"Soccer",2019,"Panini","Prizm","Base","Pedro","Chelsea FC","F",32,
"Soccer",2019,"Panini","Prizm","Base","Mateo Kovacic","Chelsea FC","M",33,
"Soccer",2019,"Panini","Prizm","Base","Jordan Pickford","Everton","G",34,
"Soccer",2019,"Panini","Prizm","Base","Seamus Coleman","Everton","D",35,
"Soccer",2019,"Panini","Prizm","Base","Michael Keane","Everton","D",36,
"Soccer",2019,"Panini","Prizm","Base","Jonjoe Kenny","Everton","D",37,
"Soccer",2019,"Panini","Prizm","Base","Lucas Digne","Everton","D",38,
"Soccer",2019,"Panini","Prizm","Base","Yerry Mina","Everton","D",39,
"Soccer",2019,"Panini","Prizm","Base","Idrissa Gueye","Everton","M",40,
"Soccer",2019,"Panini","Prizm","Base","Gylfi Sigurdsson","Everton","M",41,
"Soccer",2019,"Panini","Prizm","Base","Mason Holgate","Everton","D",42,
"Soccer",2019,"Panini","Prizm","Base","Bernard","Everton","M",43,
"Soccer",2019,"Panini","Prizm","Base","Morgan Schneiderlin ","Everton","M",44,
"Soccer",2019,"Panini","Prizm","Base","Tom Davies","Everton","M",45,
"Soccer",2019,"Panini","Prizm","Base","Theo Walcott","Everton","M",46,
"Soccer",2019,"Panini","Prizm","Base","Dominic Calvert-Lewin","Everton","F",47,
"Soccer",2019,"Panini","Prizm","Base","Richarlison","Everton","F",48,
"Soccer",2019,"Panini","Prizm","Base","Cenk Tosun","Everton","F",49,
"Soccer",2019,"Panini","Prizm","Base","David de Gea","Manchester United","G",50,
"Soccer",2019,"Panini","Prizm","Base","Ashley Young","Manchester United","D",51,
"Soccer",2019,"Panini","Prizm","Base","Victor Lindelof","Manchester United","D",52,
"Soccer",2019,"Panini","Prizm","Base","Chris Smalling","Manchester United","D",53,
"Soccer",2019,"Panini","Prizm","Base","Luke Shaw","Manchester United","D",54,
"Soccer",2019,"Panini","Prizm","Base","Diogo Dalot","Manchester United","D",55,
"Soccer",2019,"Panini","Prizm","Base","Eric Bailly","Manchester United","D",56,
"Soccer",2019,"Panini","Prizm","Base","Paul Pogba","Manchester United","M",57,
"Soccer",2019,"Panini","Prizm","Base","Jesse Lingard","Manchester United","M",58,
"Soccer",2019,"Panini","Prizm","Base","Phil Jones","Manchester United","D",59,
"Soccer",2019,"Panini","Prizm","Base","Nemanja Matic","Manchester United","M",60,
"Soccer",2019,"Panini","Prizm","Base","Scott McTominay","Manchester United","M",61,
"Soccer",2019,"Panini","Prizm","Base","Juan Mata","Manchester United","M",62,
"Soccer",2019,"Panini","Prizm","Base","Fred","Manchester United","M",63,
"Soccer",2019,"Panini","Prizm","Base","Andreas Pereira","Manchester United","M",64,
"Soccer",2019,"Panini","Prizm","Base","Marcus Rashford","Manchester United","F",65,
"Soccer",2019,"Panini","Prizm","Base","Alexis Sanchez","Manchester United","F",66,
"Soccer",2019,"Panini","Prizm","Base","Anthony Martial","Manchester United","F",67,
"Soccer",2019,"Panini","Prizm","Base","Kasper Schmeichel","Leicester City","G",68,
"Soccer",2019,"Panini","Prizm","Base","Ricardo Pereira","Leicester City","D",69,
