"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Lionel Messi","Argentina","F",1,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Angel Di Maria","Argentina","M",2,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Cristian Romero","Argentina","D",3,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Enzo Fernandez","Argentina","M",4,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Julian Alvarez","Argentina","F",5,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Emiliano Martinez","Argentina","G",6,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Rodrigo de Paul","Argentina","M",7,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Alexis Mac Allister","Argentina","M",8,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Conor Gallagher","England","M",9,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Trent Alexander-Arnold","England","M",10,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","John Stones","England","D",11,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Phil Foden","England","M",12,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Declan Rice","England","M",13,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Kieran Trippier","England","D",14,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Marcus Rashford","England","F",15,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Jordan Pickford","England","G",16,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Kylian Mbappe","France","F",17,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Dayot Upamecano","France","D",18,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Aurelien Tchouameni","France","M",19,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Ousmane Dembele","France","M",20,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Eduardo Camavinga","France","M",21,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Moussa Diaby","France","F",22,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Mike Maignan","France","G",23,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Randal Kolo Muani","France","F",24,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Joshua Kimmich","Germany","M",25,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Lukas Klostermann","Germany","D",26,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Marc-Andre ter Stegen","Germany","G",27,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Thilo Kehrer","Germany","D",28,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Matthias Ginter","Germany","D",29,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Niclas Fullkrug","Germany","F",30,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Robin Gosens","Germany","D",31,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Kevin Trapp","Germany","G",32,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Gianluigi Donnarumma","Italy","G",33,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Giovanni Di Lorenzo","Italy","D",34,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Giacomo Raspadori","Italy","F",35,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Nicolo Barella","Italy","M",36,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Edson Alvarez","Mexico","M",37,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Hirving Lozano","Mexico","F",38,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Raul Jimenez","Mexico","F",39,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Fredrik Aursnes","Norway","M",40,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Erling Haaland","Norway","F",41,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Martin Odegaard","Norway","M",42,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Leo Ostigard ","Norway","D",43,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Cristiano Ronaldo","Portugal","F",44,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Vitinha (M)","Portugal","M",45,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Goncalo Ramos","Portugal","F",46,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Rafael Leao","Portugal","F",47,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Dusan Vlahovic","Serbia","F",48,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Dusan Tadic ","Serbia","M",49,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Aleksandar Mitrovic","Serbia","F",50,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Aymeric Laporte","Spain","D",51,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Pedri","Spain","M",52,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Unai Simon","Spain","G",53,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Lamine Yamal","Spain","M",54,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Gavi","Spain","M",55,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Alvaro Morata","Spain","F",56,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Ferran Torres","Spain","F",57,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Ansu Fati","Spain","F",58,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Christian Pulisic","United States","F",59,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Matt Turner","United States","G",60,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Weston McKennie","United States","M",61,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Yunus Musah","United States","M",62,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Folarin Balogun","United States","F",63,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Alex Morgan","United States","F",64,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Rose Lavelle","United States","M",65,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Sophia Smith","United States","F",66,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Trinity Rodman","United States","F",67,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Alyssa Thompson","United States","F",68,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Martin Odegaard","Arsenal","M",69,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Declan Rice","Arsenal","M",70,1
"Soccer",2023,"Donruss","Donruss (23-24)","Base Black","Gabriel Martinelli","Arsenal","F",71,1
