"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2024,"Panini","Prizm Copa America","Base","Lionel Messi","Argentina","F",1,
"Soccer",2024,"Panini","Prizm Copa America","Base","Lautaro Martinez","Argentina","F",2,
"Soccer",2024,"Panini","Prizm Copa America","Base","Enzo Fernandez","Argentina","M",3,
"Soccer",2024,"Panini","Prizm Copa America","Base","Alexis Mac Allister","Argentina","M",4,
"Soccer",2024,"Panini","Prizm Copa America","Base","Nico Gonzalez","Argentina","F",5,
"Soccer",2024,"Panini","Prizm Copa America","Base","Cristian Romero","Argentina","D",6,
"Soccer",2024,"Panini","Prizm Copa America","Base","Paulo Dybala","Argentina","F",7,
"Soccer",2024,"Panini","Prizm Copa America","Base","Emiliano Martinez","Argentina","G",8,
"Soccer",2024,"Panini","Prizm Copa America","Base","Rodrigo de Paul","Argentina","M",9,
"Soccer",2024,"Panini","Prizm Copa America","Base","Nahuel Molina","Argentina","D",10,
"Soccer",2024,"Panini","Prizm Copa America","Base","Leandro Paredes","Argentina","M",11,
"Soccer",2024,"Panini","Prizm Copa America","Base","Julian Alvarez","Argentina","F",12,
"Soccer",2024,"Panini","Prizm Copa America","Base","Angel Di Maria","Argentina","M",13,
"Soccer",2024,"Panini","Prizm Copa America","Base","Nicolas Otamendi","Argentina","D",14,
"Soccer",2024,"Panini","Prizm Copa America","Base","Alejandro Garnacho","Argentina","M",15,
"Soccer",2024,"Panini","Prizm Copa America","Base","Roberto Fernandez","Bolivia","M",16,
"Soccer",2024,"Panini","Prizm Copa America","Base","Henry Vaca","Bolivia","M",17,
"Soccer",2024,"Panini","Prizm Copa America","Base","Miguel Terceros","Bolivia","M",18,
"Soccer",2024,"Panini","Prizm Copa America","Base","Jose Sagredo","Bolivia","D",19,
"Soccer",2024,"Panini","Prizm Copa America","Base","Moises Villarroel","Bolivia","M",20,
"Soccer",2024,"Panini","Prizm Copa America","Base","Gabriel Villamil","Bolivia","M",21,
"Soccer",2024,"Panini","Prizm Copa America","Base","Ramiro Vaca","Bolivia","M",22,
"Soccer",2024,"Panini","Prizm Copa America","Base","Guillermo Viscarra","Bolivia","G",23,
"Soccer",2024,"Panini","Prizm Copa America","Base","Endrick","Brazil","F",24,
"Soccer",2024,"Panini","Prizm Copa America","Base","Alisson Becker","Brazil","G",25,
"Soccer",2024,"Panini","Prizm Copa America","Base","Raphinha","Brazil","M",26,
"Soccer",2024,"Panini","Prizm Copa America","Base","Danilo ","Brazil","D",27,
"Soccer",2024,"Panini","Prizm Copa America","Base","Marquinhos (D)","Brazil","D",28,
"Soccer",2024,"Panini","Prizm Copa America","Base","Casemiro","Brazil","M",29,
"Soccer",2024,"Panini","Prizm Copa America","Base","Gabriel Magalhaes","Brazil","D",30,
"Soccer",2024,"Panini","Prizm Copa America","Base","Ederson/Ederson","Brazil/Brazil","G/G",31,
"Soccer",2024,"Panini","Prizm Copa America","Base","Richarlison","Brazil","F",32,
"Soccer",2024,"Panini","Prizm Copa America","Base","Bruno Guimaraes","Brazil","M",33,
"Soccer",2024,"Panini","Prizm Copa America","Base","Vini Jr.","Brazil","F",34,
"Soccer",2024,"Panini","Prizm Copa America","Base","Rodrygo","Brazil","F",35,
"Soccer",2024,"Panini","Prizm Copa America","Base","Andre","Brazil","M",36,
"Soccer",2024,"Panini","Prizm Copa America","Base","Gabriel Jesus","Brazil","F",37,
"Soccer",2024,"Panini","Prizm Copa America","Base","Gabriel Martinelli","Brazil","M",38,
"Soccer",2024,"Panini","Prizm Copa America","Base","Diego Valdes","Chile","M",39,
"Soccer",2024,"Panini","Prizm Copa America","Base","Marcelino Nunez","Chile","M",40,
