"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2016,"Panini","Black Gold","Autographs","Aaron Ramsey","Wales","M",1,
"Soccer",2016,"Panini","Black Gold","Autographs","Alex Morgan","United States","F",2,
"Soccer",2016,"Panini","Black Gold","Autographs","Anthony Martial","France","F",3,
"Soccer",2016,"Panini","Black Gold","Autographs","Asmir Begovic","Bosnia-Herzegovina","G",4,
"Soccer",2016,"Panini","Black Gold","Autographs","Bastian Schweinsteiger","Germany","M",5,
"Soccer",2016,"Panini","Black Gold","Autographs","Burak Yilmaz","Turkey","F",6,
"Soccer",2016,"Panini","Black Gold","Autographs","Carli Lloyd","United States","M",7,
"Soccer",2016,"Panini","Black Gold","Autographs","Cesc Fabregas","Spain","M",8,
"Soccer",2016,"Panini","Black Gold","Autographs","Christian Fuchs","Austria","D",9,
"Soccer",2016,"Panini","Black Gold","Autographs","Christian Pulisic","Borussia Dortmund","M",10,
"Soccer",2016,"Panini","Black Gold","Autographs","Clint Dempsey","United States","F",11,
"Soccer",2016,"Panini","Black Gold","Autographs","Cristiano Ronaldo","Real Madrid CF","F",12,
"Soccer",2016,"Panini","Black Gold","Autographs","Daley Blind","Netherlands","D",13,
"Soccer",2016,"Panini","Black Gold","Autographs","Diego Costa","Spain","F",14,
"Soccer",2016,"Panini","Black Gold","Autographs","Edin Dzeko","Bosnia-Herzegovina","F",15,
"Soccer",2016,"Panini","Black Gold","Autographs","Edinson Cavani","Paris Saint-Germain","F",16,
"Soccer",2016,"Panini","Black Gold","Autographs","Eric Dier","England","M",17,
"Soccer",2016,"Panini","Black Gold","Autographs","Etrit Berisha","Albania","G",18,
"Soccer",2016,"Panini","Black Gold","Autographs","Felipe Pardo","Olympiacos FC","F",19,
"Soccer",2016,"Panini","Black Gold","Autographs","Gareth Bale","Real Madrid CF","M",20,
"Soccer",2016,"Panini","Black Gold","Autographs","Gareth McAuley","Northern Ireland","D",21,
"Soccer",2016,"Panini","Black Gold","Autographs","Gary Cahill","England","D",22,
"Soccer",2016,"Panini","Black Gold","Autographs","Graziano Pelle","Italy","F",23,
"Soccer",2016,"Panini","Black Gold","Autographs","Grzegorz Krychowiak","Poland","M",24,
"Soccer",2016,"Panini","Black Gold","Autographs","Gylfi Sigurdsson","Iceland","M",25,
"Soccer",2016,"Panini","Black Gold","Autographs","Crystal Dunn","United States","F",26,
"Soccer",2016,"Panini","Black Gold","Autographs","Ivan Rakitic","FC Barcelona","M",27,
"Soccer",2016,"Panini","Black Gold","Autographs","James Rodriguez","Colombia","M",28,
"Soccer",2016,"Panini","Black Gold","Autographs","Jamie Vardy","England","F",29,
"Soccer",2016,"Panini","Black Gold","Autographs","Joao Moutinho","Portugal","M",30,
"Soccer",2016,"Panini","Black Gold","Autographs","Joe Hart","England","G",31,
"Soccer",2016,"Panini","Black Gold","Autographs","Jose Luis Gaya","Valencia CF","D",32,
"Soccer",2016,"Panini","Black Gold","Autographs","Lionel Messi","FC Barcelona","F",33,
"Soccer",2016,"Panini","Black Gold","Autographs","Luis Suarez","FC Barcelona","F",34,
"Soccer",2016,"Panini","Black Gold","Autographs","Luka Modric","Real Madrid CF","M",35,
