"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends","David Beckham","Manchester United","M",1,25
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends","Deco","Chelsea FC","M",2,99
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends","Dennis Bergkamp","Arsenal","F",3,5
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends","Gary Neville","Manchester United","D",4,20
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends","Graeme Le Saux","Chelsea FC","D",5,99
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends","Ian Wright","Crystal Palace","F",6,99
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends","Jonas Olsson","West Bromwich Albion","D",7,7
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends","Lee Dixon","Arsenal","D",8,99
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends","Mathieu Flamini","Arsenal","M",9,99
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends","Wayne Rooney","Manchester United","F",10,99
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Emerald","David Beckham","Manchester United","M",1,5
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Emerald","Deco","Chelsea FC","M",2,5
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Emerald","Dennis Bergkamp","Arsenal","F",3,2
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Emerald","Gary Neville","Manchester United","D",4,5
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Emerald","Graeme Le Saux","Chelsea FC","D",5,5
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Emerald","Ian Wright","Crystal Palace","F",6,5
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Emerald","Jonas Olsson","West Bromwich Albion","D",7,2
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Emerald","Lee Dixon","Arsenal","D",8,5
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Emerald","Mathieu Flamini","Arsenal","M",9,5
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Emerald","Wayne Rooney","Manchester United","F",10,5
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Gold","David Beckham","Manchester United","M",1,10
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Gold","Deco","Chelsea FC","M",2,10
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Gold","Dennis Bergkamp","Arsenal","F",3,3
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Gold","Gary Neville","Manchester United","D",4,10
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Gold","Graeme Le Saux","Chelsea FC","D",5,10
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Gold","Ian Wright","Crystal Palace","F",6,10
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Gold","Jonas Olsson","West Bromwich Albion","D",7,3
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Gold","Lee Dixon","Arsenal","D",8,10
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Gold","Mathieu Flamini","Arsenal","M",9,10
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Gold","Wayne Rooney","Manchester United","F",10,10
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Platinum","David Beckham","Manchester United","M",1,1
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Platinum","Deco","Chelsea FC","M",2,1
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Platinum","Dennis Bergkamp","Arsenal","F",3,1
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Platinum","Gary Neville","Manchester United","D",4,1
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Platinum","Graeme Le Saux","Chelsea FC","D",5,1
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Platinum","Ian Wright","Crystal Palace","F",6,1
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Platinum","Jonas Olsson","West Bromwich Albion","D",7,1
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Platinum","Lee Dixon","Arsenal","D",8,1
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Platinum","Mathieu Flamini","Arsenal","M",9,1
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Platinum","Wayne Rooney","Manchester United","F",10,1
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Ruby","David Beckham","Manchester United","M",1,35
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Ruby","Deco","Chelsea FC","M",2,35
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Ruby","Dennis Bergkamp","Arsenal","F",3,1
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Ruby","Gary Neville","Manchester United","D",4,5
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Ruby","Graeme Le Saux","Chelsea FC","D",5,35
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Ruby","Ian Wright","Crystal Palace","F",6,35
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Ruby","Jonas Olsson","West Bromwich Albion","D",7,1
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Ruby","Lee Dixon","Arsenal","D",8,35
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Ruby","Mathieu Flamini","Arsenal","M",9,35
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Ruby","Wayne Rooney","Manchester United","F",10,5
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Silver","David Beckham","Manchester United","M",1,15
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Silver","Deco","Chelsea FC","M",2,25
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Silver","Dennis Bergkamp","Arsenal","F",3,4
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Silver","Gary Neville","Manchester United","D",4,15
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Silver","Graeme Le Saux","Chelsea FC","D",5,49
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Silver","Ian Wright","Crystal Palace","F",6,49
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Silver","Lee Dixon","Arsenal","D",8,49
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Silver","Mathieu Flamini","Arsenal","M",9,49
"Soccer",2020,"Panini","Impeccable (20-21)","All-Time Legends Silver","Wayne Rooney","Manchester United","F",10,49
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Granit Xhaka","Arsenal","M",1,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Gabriel ","Arsenal","D",2,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Jack Grealish","Aston Villa","M",3,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Ezri Konsa","Aston Villa","D",4,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Emiliano Martinez","Aston Villa","G",5,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","John McGinn","Aston Villa","M",6,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Tyrone Mings","Aston Villa","D",7,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Ross Barkley","Aston Villa","M",8,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Ollie Watkins","Aston Villa","F",9,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Douglas Luiz","Aston Villa","M",10,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Matty Cash","Aston Villa","D",11,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Leandro Trossard","Brighton & Hove Albion","M",12,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Solly March","Brighton & Hove Albion","M",13,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Tariq Lamptey","Brighton & Hove Albion","D",14,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Neal Maupay","Brighton & Hove Albion","F",15,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Ben White","Brighton & Hove Albion","D",16,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Adam Lallana ","Brighton & Hove Albion","M",17,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Ashley Westwood","Burnley","M",18,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Josh Brownhill","Burnley","M",19,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Timo Werner","Chelsea FC","F",20,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Edouard Mendy","Chelsea FC","G",21,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Vicente Guaita","Crystal Palace","G",22,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Jairo Riedewald","Crystal Palace","D",23,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Cheikhou Kouyate","Crystal Palace","M",24,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Jeffrey Schlupp","Crystal Palace","D",25,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","James McArthur","Crystal Palace","M",26,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Wilfried Zaha","Crystal Palace","F",27,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","James Rodriguez","Everton","M",28,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Lucas Digne","Everton","D",29,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Dominic Calvert-Lewin","Everton","F",30,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Bobby De Cordova-Reid","Fulham","M",31,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Ademola Lookman","Fulham","M",32,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Antonee Robinson","Fulham","D",33,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Harrison Reed","Fulham","M",34,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Josh Onomah","Fulham","M",35,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Aleksandar Mitrovic","Fulham","F",36,75
"Soccer",2020,"Panini","Impeccable (20-21)","Base","Andre-Frank Zambo Anguissa","Fulham","M",37,75
