"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2018,"Panini","Prizm","Base Set","Lionel Messi","Argentina","F",1,
"Soccer",2018,"Panini","Prizm","Base Set","Angel Di Maria","Argentina","M",2,
"Soccer",2018,"Panini","Prizm","Base Set","Sergio Romero","Argentina","G",3,
"Soccer",2018,"Panini","Prizm","Base Set","Ever Banega","Argentina","M",4,
"Soccer",2018,"Panini","Prizm","Base Set","Gonzalo Higuain","Argentina","F",5,
"Soccer",2018,"Panini","Prizm","Base Set","Javier Mascherano","Argentina","D",6,
"Soccer",2018,"Panini","Prizm","Base Set","Lucas Biglia","Argentina","M",7,
"Soccer",2018,"Panini","Prizm","Base Set","Mauro Icardi","Argentina","F",8,
"Soccer",2018,"Panini","Prizm","Base Set","Nicolas Otamendi","Argentina","D",9,
"Soccer",2018,"Panini","Prizm","Base Set","Paulo Dybala","Argentina","F",10,
"Soccer",2018,"Panini","Prizm","Base Set","Sergio Aguero","Argentina","F",11,
"Soccer",2018,"Panini","Prizm","Base Set","Enzo Perez","Argentina","M",12,
"Soccer",2018,"Panini","Prizm","Base Set","Eden Hazard","Belgium","M",13,
"Soccer",2018,"Panini","Prizm","Base Set","Dries Mertens","Belgium","M",14,
"Soccer",2018,"Panini","Prizm","Base Set","Axel Witsel","Belgium","M",15,
"Soccer",2018,"Panini","Prizm","Base Set","Jan Vertonghen","Belgium","D",16,
"Soccer",2018,"Panini","Prizm","Base Set","Kevin De Bruyne","Belgium","M",17,
"Soccer",2018,"Panini","Prizm","Base Set","Thomas Vermaelen","Belgium","D",18,
"Soccer",2018,"Panini","Prizm","Base Set","Mousa Dembele","Belgium","M",19,
"Soccer",2018,"Panini","Prizm","Base Set","Romelu Lukaku","Belgium","F",20,
"Soccer",2018,"Panini","Prizm","Base Set","Thibaut Courtois","Belgium","G",21,
"Soccer",2018,"Panini","Prizm","Base Set","Thomas Meunier","Belgium","D",22,
"Soccer",2018,"Panini","Prizm","Base Set","Kevin Mirallas","Belgium","F",23,
"Soccer",2018,"Panini","Prizm","Base Set","Nacer Chadli","Belgium","M",24,
"Soccer",2018,"Panini","Prizm","Base Set","Neymar Jr","Brazil","F",25,
"Soccer",2018,"Panini","Prizm","Base Set","Willian","Brazil","M",26,
"Soccer",2018,"Panini","Prizm","Base Set","Thiago Silva","Brazil","D",27,
"Soccer",2018,"Panini","Prizm","Base Set","Philippe Coutinho","Brazil","M",28,
"Soccer",2018,"Panini","Prizm","Base Set","Paulinho","Brazil","M",29,
"Soccer",2018,"Panini","Prizm","Base Set","Marquinhos","Brazil","D",30,
"Soccer",2018,"Panini","Prizm","Base Set","Marcelo","Brazil","D",31,
"Soccer",2018,"Panini","Prizm","Base Set","Gabriel Jesus","Brazil","F",32,
"Soccer",2018,"Panini","Prizm","Base Set","Douglas Costa","Brazil","M",33,
"Soccer",2018,"Panini","Prizm","Base Set","Miranda","Brazil","D",34,
"Soccer",2018,"Panini","Prizm","Base Set","Dani Alves","Brazil","D",35,
"Soccer",2018,"Panini","Prizm","Base Set","Casemiro","Brazil","M",36,
"Soccer",2018,"Panini","Prizm","Base Set","Alisson","Brazil","G",37,
"Soccer",2018,"Panini","Prizm","Base Set","James Rodriguez","Colombia","M",38,
"Soccer",2018,"Panini","Prizm","Base Set","Carlos Bacca","Colombia","F",39,
"Soccer",2018,"Panini","Prizm","Base Set","Davinson Sanchez","Colombia","D",40,
"Soccer",2018,"Panini","Prizm","Base Set","David Ospina","Colombia","G",41,
"Soccer",2018,"Panini","Prizm","Base Set","Juan Guillermo Cuadrado","Colombia","M",42,
"Soccer",2018,"Panini","Prizm","Base Set","Radamel Falcao Garcia","Colombia","F",43,
"Soccer",2018,"Panini","Prizm","Base Set","Santiago Arias","Colombia","D",44,
"Soccer",2018,"Panini","Prizm","Base Set","Teofilo Gutierrez","Colombia","F",45,
"Soccer",2018,"Panini","Prizm","Base Set","Keylor Navas","Costa Rica","G",46,
"Soccer",2018,"Panini","Prizm","Base Set","Bryan Ruiz","Costa Rica","F",47,
"Soccer",2018,"Panini","Prizm","Base Set","Celso Borges","Costa Rica","M",48,
"Soccer",2018,"Panini","Prizm","Base Set","Christian Bolanos","Costa Rica","M",49,
"Soccer",2018,"Panini","Prizm","Base Set","Bryan Oviedo","Costa Rica","D",50,
"Soccer",2018,"Panini","Prizm","Base Set","Cristian Gamboa","Costa Rica","D",51,
"Soccer",2018,"Panini","Prizm","Base Set","Joel Campbell","Costa Rica","F",52,
"Soccer",2018,"Panini","Prizm","Base Set","Marco Urena","Costa Rica","F",53,
"Soccer",2018,"Panini","Prizm","Base Set","Mohamed Salah","Egypt","F",54,
"Soccer",2018,"Panini","Prizm","Base Set","Abdallah El Said","Egypt","M",55,
"Soccer",2018,"Panini","Prizm","Base Set","Ahmed Hegazi","Egypt","D",56,
"Soccer",2018,"Panini","Prizm","Base Set","Ahmed Abdelmonem Fathy","Egypt","D",57,
"Soccer",2018,"Panini","Prizm","Base Set","Essam El Hadary","Egypt","G",58,
"Soccer",2018,"Panini","Prizm","Base Set","Mohamed Elneny","Egypt","M",59,
"Soccer",2018,"Panini","Prizm","Base Set","Ramadan Sobhi","Egypt","F",60,
"Soccer",2018,"Panini","Prizm","Base Set","Tarek Hamed","Egypt","M",61,
"Soccer",2018,"Panini","Prizm","Base Set","Harry Kane","England","F",62,
"Soccer",2018,"Panini","Prizm","Base Set","Alex Oxlade-Chamberlain","England","M",63,
"Soccer",2018,"Panini","Prizm","Base Set","Gary Cahill","England","D",64,
"Soccer",2018,"Panini","Prizm","Base Set","Jamie Vardy","England","F",65,
"Soccer",2018,"Panini","Prizm","Base Set","Dele Alli","England","M",66,
"Soccer",2018,"Panini","Prizm","Base Set","Eric Dier","England","M",67,
"Soccer",2018,"Panini","Prizm","Base Set","Daniel Sturridge","England","F",68,
