"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2017,"Panini","Revolution","Autographs","Alvaro Morata","Real Madrid CF","F",1,
"Soccer",2017,"Panini","Revolution","Autographs","Angel Di Maria","Paris Saint-Germain","M",2,
"Soccer",2017,"Panini","Revolution","Autographs","Fernando Torres","Atltico de Madrid","F",3,
"Soccer",2017,"Panini","Revolution","Autographs","Arturo Vidal","FC Bayern Munich","M",4,
"Soccer",2017,"Panini","Revolution","Autographs","Christian Pulisic","Borussia Dortmund","M",5,
"Soccer",2017,"Panini","Revolution","Autographs","Cristiano Ronaldo","Real Madrid CF","F",6,
"Soccer",2017,"Panini","Revolution","Autographs","Diego Maradona","Boca Juniors","M",7,
"Soccer",2017,"Panini","Revolution","Autographs","Diego Godin","Atltico de Madrid","D",8,
"Soccer",2017,"Panini","Revolution","Autographs","Diego Simeone","Atltico de Madrid","M",9,
"Soccer",2017,"Panini","Revolution","Autographs","Edinson Cavani","Paris Saint-Germain","F",10,
"Soccer",2017,"Panini","Revolution","Autographs","Fabio Cannavaro","Real Madrid CF","D",11,
"Soccer",2017,"Panini","Revolution","Autographs","Filippo Inzaghi","AC Milan","F",12,
"Soccer",2017,"Panini","Revolution","Autographs","Javier Zanetti","FC Internazionale","M",13,
"Soccer",2017,"Panini","Revolution","Autographs","Gareth Bale","Real Madrid CF","M",14,
"Soccer",2017,"Panini","Revolution","Autographs","Gerard Pique","FC Barcelona","D",15,
"Soccer",2017,"Panini","Revolution","Autographs","Gianluigi Buffon","Juventus","G",16,
"Soccer",2017,"Panini","Revolution","Autographs","Jamie Vardy","Leicester City FC","F",17,
"Soccer",2017,"Panini","Revolution","Autographs","Javier Pastore","Paris Saint-Germain","M",18,
"Soccer",2017,"Panini","Revolution","Autographs","Leonardo Bonucci","Juventus","D",19,
"Soccer",2017,"Panini","Revolution","Autographs","Lionel Messi","FC Barcelona","F",20,
"Soccer",2017,"Panini","Revolution","Autographs","Luis Suarez","FC Barcelona","F",21,
"Soccer",2017,"Panini","Revolution","Autographs","Marco Verratti","Paris Saint-Germain","M",22,
"Soccer",2017,"Panini","Revolution","Autographs","Mario Gotze","Borussia Dortmund","M",23,
"Soccer",2017,"Panini","Revolution","Autographs","Mats Hummels","FC Bayern Munich","D",24,
"Soccer",2017,"Panini","Revolution","Autographs","Neymar Jr","FC Barcelona","F",25,
"Soccer",2017,"Panini","Revolution","Autographs","Philipp Lahm","FC Bayern Munich","D",26,
"Soccer",2017,"Panini","Revolution","Autographs","Robert Lewandowski","FC Bayern Munich","F",27,
"Soccer",2017,"Panini","Revolution","Autographs","Roberto Donadoni","AC Milan","M",29,
"Soccer",2017,"Panini","Revolution","Autographs","Robin van Persie","Fenerbahce SK","F",30,
"Soccer",2017,"Panini","Revolution","Autographs","Ruud Gullit","AC Milan","F",31,
"Soccer",2017,"Panini","Revolution","Autographs","Ruud van Nistelrooy","Real Madrid CF","F",32,
"Soccer",2017,"Panini","Revolution","Autographs","Thomas Muller","FC Bayern Munich","F",33,
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Alvaro Morata","Real Madrid CF","F",1,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Angel Di Maria","Paris Saint-Germain","M",2,5
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Fernando Torres","Atltico de Madrid","F",3,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Arturo Vidal","FC Bayern Munich","M",4,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Christian Pulisic","Borussia Dortmund","M",5,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Cristiano Ronaldo","Real Madrid CF","F",6,5
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Diego Maradona","Boca Juniors","M",7,5
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Diego Godin","Atltico de Madrid","D",8,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Diego Simeone","Atltico de Madrid","M",9,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Edinson Cavani","Paris Saint-Germain","F",10,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Fabio Cannavaro","Real Madrid CF","D",11,5
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Filippo Inzaghi","AC Milan","F",12,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Javier Zanetti","FC Internazionale","M",13,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Gareth Bale","Real Madrid CF","M",14,5
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Gerard Pique","FC Barcelona","D",15,5
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Gianluigi Buffon","Juventus","G",16,5
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Jamie Vardy","Leicester City FC","F",17,10
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Javier Pastore","Paris Saint-Germain","M",18,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Leonardo Bonucci","Juventus","D",19,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Lionel Messi","FC Barcelona","F",20,5
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Luis Suarez","FC Barcelona","F",21,5
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Marco Verratti","Paris Saint-Germain","M",22,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Mario Gotze","Borussia Dortmund","M",23,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Mats Hummels","FC Bayern Munich","D",24,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Neymar Jr","FC Barcelona","F",25,5
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Philipp Lahm","FC Bayern Munich","D",26,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Robert Lewandowski","FC Bayern Munich","F",27,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Roberto Donadoni","AC Milan","M",29,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Robin van Persie","Fenerbahce SK","F",30,5
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Ruud Gullit","AC Milan","F",31,5
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Ruud van Nistelrooy","Real Madrid CF","F",32,25
"Soccer",2017,"Panini","Revolution","Autographs - Disco","Thomas Muller","FC Bayern Munich","F",33,25
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Alvaro Morata","Real Madrid CF","F",1,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Angel Di Maria","Paris Saint-Germain","M",2,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Fernando Torres","Atltico de Madrid","F",3,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Arturo Vidal","FC Bayern Munich","M",4,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Christian Pulisic","Borussia Dortmund","M",5,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Cristiano Ronaldo","Real Madrid CF","F",6,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Diego Maradona","Boca Juniors","M",7,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Diego Godin","Atltico de Madrid","D",8,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Diego Simeone","Atltico de Madrid","M",9,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Edinson Cavani","Paris Saint-Germain","F",10,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Fabio Cannavaro","Real Madrid CF","D",11,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Filippo Inzaghi","AC Milan","F",12,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Javier Zanetti","FC Internazionale","M",13,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Gareth Bale","Real Madrid CF","M",14,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Gerard Pique","FC Barcelona","D",15,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Gianluigi Buffon","Juventus","G",16,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Jamie Vardy","Leicester City FC","F",17,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Javier Pastore","Paris Saint-Germain","M",18,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Leonardo Bonucci","Juventus","D",19,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Lionel Messi","FC Barcelona","F",20,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Luis Suarez","FC Barcelona","F",21,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Marco Verratti","Paris Saint-Germain","M",22,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Mario Gotze","Borussia Dortmund","M",23,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Mats Hummels","FC Bayern Munich","D",24,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Neymar Jr","FC Barcelona","F",25,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Philipp Lahm","FC Bayern Munich","D",26,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Robert Lewandowski","FC Bayern Munich","F",27,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Roberto Donadoni","AC Milan","M",29,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Robin van Persie","Fenerbahce SK","F",30,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Ruud Gullit","AC Milan","F",31,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Ruud van Nistelrooy","Real Madrid CF","F",32,1
"Soccer",2017,"Panini","Revolution","Autographs - Kaleido","Thomas Muller","FC Bayern Munich","F",33,1
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Alvaro Morata","Real Madrid CF","F",1,49
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Angel Di Maria","Paris Saint-Germain","M",2,10
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Fernando Torres","Atltico de Madrid","F",3,49
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Arturo Vidal","FC Bayern Munich","M",4,49
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Christian Pulisic","Borussia Dortmund","M",5,49
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Cristiano Ronaldo","Real Madrid CF","F",6,10
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Diego Maradona","Boca Juniors","M",7,10
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Diego Godin","Atltico de Madrid","D",8,49
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Diego Simeone","Atltico de Madrid","M",9,49
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Edinson Cavani","Paris Saint-Germain","F",10,49
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Fabio Cannavaro","Real Madrid CF","D",11,10
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Filippo Inzaghi","AC Milan","F",12,49
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Javier Zanetti","FC Internazionale","M",13,49
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Gareth Bale","Real Madrid CF","M",14,10
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Gerard Pique","FC Barcelona","D",15,10
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Gianluigi Buffon","Juventus","G",16,10
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Jamie Vardy","Leicester City FC","F",17,49
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Javier Pastore","Paris Saint-Germain","M",18,49
"Soccer",2017,"Panini","Revolution","Autographs - Magna","Leonardo Bonucci","Juventus","D",19,49
