"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Christian Pulisic","Borussia Dortmund","M",2,15
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Christian Pulisic","United States","M",3,15
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","James Rodriguez","FC Bayern Munich","M",6,15
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","James Rodriguez","Colombia","M",7,15
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Javier Hernandez","Mexico","F",8,73
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Jesse Lingard","England","M",9,99
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Lionel Messi","FC Barcelona","F",10,10
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Lionel Messi","Argentina","F",11,10
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Manuel Neuer","FC Bayern Munich","G",12,25
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Manuel Neuer","Germany","G",13,25
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Marco Asensio","Real Madrid CF","M",14,50
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Marco Asensio","Spain","M",15,50
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Mattia Perin","Juventus","G",16,99
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Thierry Henry","FC Barcelona","F",19,50
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Timothy Weah","Paris Saint-Germain","F",21,50
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Timothy Weah","United States","F",22,50
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets","Virgil van Dijk","Netherlands","D",23,99
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Christian Pulisic","Borussia Dortmund","M",2,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Christian Pulisic","United States","M",3,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","James Rodriguez","FC Bayern Munich","M",6,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","James Rodriguez","Colombia","M",7,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Javier Hernandez","Mexico","F",8,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Jesse Lingard","England","M",9,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Lionel Messi","FC Barcelona","F",10,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Lionel Messi","Argentina","F",11,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Manuel Neuer","FC Bayern Munich","G",12,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Manuel Neuer","Germany","G",13,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Marco Asensio","Real Madrid CF","M",14,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Marco Asensio","Spain","M",15,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Mattia Perin","Juventus","G",16,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Thierry Henry","FC Barcelona","F",19,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Timothy Weah","Paris Saint-Germain","F",21,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Timothy Weah","United States","F",22,1
"Soccer",2019,"Panini","Immaculate Collection","Autographed Booklets Platinum","Virgil van Dijk","Netherlands","D",23,1
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Kylian Mbappe","Paris Saint-Germain","F",1,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Leon Goretzka","FC Bayern Munich","M",2,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Tom Rogic","Australia","M",3,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Ousmane Dembele","FC Barcelona","F",4,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Kai Havertz","Germany","M",5,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Gianluigi Donnarumma","Italy","G",6,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Aleksandr Golovin","AS Monaco","M",7,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Karim Benzema","Real Madrid CF","F",8,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Serge Gnabry","FC Bayern Munich","M",9,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Mateo Kovacic","Croatia","M",10,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Dries Mertens","SSC Napoli","F",11,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Milan Skriniar","FC Internazionale","D",12,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Benjamin Stambouli","FC Schalke 04","D",13,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Krzysztof Piatek","Poland","F",14,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Raheem Sterling","England","M",15,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Sergio Aguero","Argentina","F",16,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Alphonso Davies","FC Bayern Munich","M",17,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Isco","Real Madrid CF","M",18,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Salif Sane","FC Schalke 04","D",19,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Ante Rebic","Croatia","F",20,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Adrianna Franch","United States","G",21,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Tomi Juric","Australia","F",22,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Kasper Schmeichel","Denmark","G",23,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Dawid Kownacki","Poland","F",24,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Piotr Zielinski","SSC Napoli","M",25,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Jan Oblak","Atltico de Madrid","G",26,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Thomas Delaney","Denmark","M",27,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Edson Alvarez","Mexico","D",28,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Cristiano Ronaldo","Juventus","F",29,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Sergio Ramos","Real Madrid CF","D",30,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Leroy Sane","Germany","M",31,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Alisson","Brazil","G",32,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Lorenzo Insigne","SSC Napoli","F",33,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Gonzalo Higuain","Chelsea FC","F",34,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Lionel Messi","Argentina","F",35,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Georginio Wijnaldum","Netherlands","M",36,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Arkadiusz Milik","SSC Napoli","F",37,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Jesus Gallardo","Mexico","D",38,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Ivan Perisic","Croatia","M",39,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Axel Witsel","Belgium","M",40,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Matteo Politano","FC Internazionale","M",41,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Antoine Griezmann","Atltico de Madrid","F",42,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Yussuf Poulsen","Denmark","F",43,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","Paul Arriola","United States","M",44,65
"Soccer",2019,"Panini","Immaculate Collection","Base Set","David de Gea","Spain","G",45,65
