"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets","Ademola Lookman","Fulham","M",1,99
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets","Filippo Inzaghi","Italy","F",2,99
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets","Mats Hummels","Borussia Dortmund","D",3,99
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets","Miroslav Klose","Germany","F",4,99
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets","Mauricio Pochettino","Argentina","D",5,99
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets","Alex Iwobi","Everton","M",6,99
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets","Romelu Lukaku","FC Internazionale Milano","F",7,99
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets","David Beckham","Manchester United","M",8,49
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets","Cristiano Ronaldo","Portugal","F",9,99
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets","Pierre-Emerick Aubameyang","Arsenal","F",13,10
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets","Lionel Messi","FC Barcelona","F",14,11
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets","Donny van de Beek","AFC Ajax","M",15,99
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets","Christian Pulisic","Chelsea FC","M",17,99
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets Platinum","Ademola Lookman","Fulham","M",1,1
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets Platinum","Filippo Inzaghi","Italy","F",2,1
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets Platinum","Mats Hummels","Borussia Dortmund","D",3,1
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets Platinum","Miroslav Klose","Germany","F",4,1
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets Platinum","Mauricio Pochettino","Argentina","D",5,1
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets Platinum","Alex Iwobi","Everton","M",6,1
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets Platinum","Romelu Lukaku","FC Internazionale Milano","F",7,1
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets Platinum","David Beckham","Manchester United","M",8,1
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets Platinum","Cristiano Ronaldo","Portugal","F",9,1
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets Platinum","Pierre-Emerick Aubameyang","Arsenal","F",13,1
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets Platinum","Lionel Messi","FC Barcelona","F",14,1
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets Platinum","Donny van de Beek","AFC Ajax","M",15,1
"Soccer",2020,"Panini","Immaculate Collection","Autographed Booklets Platinum","Christian Pulisic","Chelsea FC","M",17,1
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Maxi Gomez","Valencia CF","F",1,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Pascal Gross","Brighton & Hove Albion","M",2,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Klaas-Jan Huntelaar","AFC Ajax","F",3,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Ruben Semedo","Olympiacos FC","D",4,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Matej Vydra","Burnley","F",5,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Rodrygo","Real Madrid","F",6,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Cristiano Ronaldo","Juventus","F",7,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Gianluigi Donnarumma","Italy","G",8,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Adam Webster","Brighton & Hove Albion","D",9,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Lionel Messi","FC Barcelona","F",10,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Mohamed Salah","Liverpool FC","F",11,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Pedro Neto","Wolverhampton Wanderers","F",12,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Dusan Tadic ","AFC Ajax","M",13,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Wilfried Zaha","Crystal Palace","F",14,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Jonny Castro Otto","Wolverhampton Wanderers","D",15,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Neal Maupay","Brighton & Hove Albion","F",16,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Andre Onana","AFC Ajax","G",17,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Sebastiano Esposito","FC Internazionale Milano","F",18,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Raheem Sterling","Manchester City","M",19,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","John Lundstram","Sheffield United","M",20,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Nampalys Mendy","Leicester City","D",21,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Timo Werner","Germany","F",22,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Kang-in Lee","Valencia CF","M",23,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Odysseas Vlachodimos","SL Benfica","G",24,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Mark Noble","West Ham United","M",25,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Pizzi","SL Benfica","M",26,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Granit Xhaka","Switzerland","M",27,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Tammy Abraham","Chelsea FC","F",28,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Trent Alexander-Arnold","Liverpool FC","D",29,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Denis Zakaria","Switzerland","M",30,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Julian Weigl","SL Benfica","M",31,99
"Soccer",2020,"Panini","Immaculate Collection","Base Set","Remo Freuler","Switzerland","M",32,99
